Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,condition,direction
gs_ind_0,protein-DNA Complex Disassembly (GO:0032986),1/16,0.06048855924502194,0.17869706078710684,25.003910068426197,70.14349479939649,SMARCC1,Stim48hr,negative
gs_ind_0,Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012),1/15,0.05681543608936094,0.17869706078710684,26.730407523510973,76.66139816140708,NDST1,Stim48hr,negative
gs_ind_0,Cellular Response To Estradiol Stimulus (GO:0071392),1/16,0.06048855924502194,0.17869706078710684,25.003910068426197,70.14349479939649,H2AZ1,Stim48hr,negative
gs_ind_0,Immunoglobulin Mediated Immune Response (GO:0016064),1/14,0.05312824076523803,0.17869706078710684,28.712682379349047,84.27306225753972,IL21R,Stim48hr,negative
gs_ind_0,Vesicle Transport Along Microtubule (GO:0047496),1/17,0.06414766284665374,0.17869706078710684,23.486685032139576,64.50776863897842,PAFAH1B1,Stim48hr,negative
gs_ind_0,Mitochondrial Calcium Ion Homeostasis (GO:0051560),1/17,0.06414766284665374,0.17869706078710684,23.486685032139576,64.50776863897842,MCUR1,Stim48hr,negative
gs_ind_0,Natural Killer Cell Mediated Immunity (GO:0002228),1/16,0.06048855924502194,0.17869706078710684,25.003910068426197,70.14349479939649,ULBP1,Stim48hr,negative
gs_ind_0,Skeletal Muscle Contraction (GO:0003009),1/15,0.05681543608936094,0.17869706078710684,26.730407523510973,76.66139816140708,TCAP,Stim48hr,negative
gs_ind_0,Adenine Nucleotide Transport (GO:0051503),1/16,0.06048855924502194,0.17869706078710684,25.003910068426197,70.14349479939649,SLC25A4,Stim48hr,negative
gs_ind_0,Acylglycerol Catabolic Process (GO:0046464),1/17,0.06414766284665374,0.17869706078710684,23.486685032139576,64.50776863897842,MGLL,Stim48hr,negative
gs_ind_0,Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),1/17,0.06414766284665374,0.17869706078710684,23.486685032139576,64.50776863897842,ULBP1,Stim48hr,negative
gs_ind_0,Fatty Acid Metabolic Process (GO:0006631),2/93,0.050698627169352854,0.17869706078710684,7.162131710889527,21.356448611216322,NDUFAB1;ACSM2A,Stim48hr,negative
gs_ind_0,Mitochondrial Fusion (GO:0008053),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,PLD6,Stim48hr,negative
gs_ind_0,Negative Regulation Of Protein Depolymerization (GO:1901880),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,MID1IP1,Stim48hr,negative
gs_ind_0,Negative Regulation Of Protein Dephosphorylation (GO:0035308),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,ENSA,Stim48hr,negative
gs_ind_0,RNA Destabilization (GO:0050779),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,RBM27,Stim48hr,negative
gs_ind_0,Natural Killer Cell Mediated Cytotoxicity (GO:0042267),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,ULBP1,Stim48hr,negative
gs_ind_0,Purine Nucleotide Biosynthetic Process (GO:0006164),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,PRPSAP2,Stim48hr,negative
gs_ind_0,Regulation Of Microtubule Depolymerization (GO:0031114),1/18,0.06779279931605209,0.1806404404135798,22.142857142857142,59.59305580576508,MID1IP1,Stim48hr,negative
gs_ind_0,Mitochondrial RNA Metabolic Process (GO:0000959),1/19,0.07142402088306657,0.18570245429597307,20.944307944307944,55.274563749018874,MTERF4,Stim48hr,negative
gs_ind_0,DNA Replication Initiation (GO:0006270),1/19,0.07142402088306657,0.18570245429597307,20.944307944307944,55.274563749018874,ORC1,Stim48hr,negative
gs_ind_0,Cardiac Muscle Contraction (GO:0060048),1/19,0.07142402088306657,0.18570245429597307,20.944307944307944,55.274563749018874,TCAP,Stim48hr,negative
gs_ind_0,Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),1/19,0.07142402088306657,0.18570245429597307,20.944307944307944,55.274563749018874,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of Lipid Biosynthetic Process (GO:0046890),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,MID1IP1,Stim48hr,negative
gs_ind_0,Cellular Response To Osmotic Stress (GO:0071470),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,YBX3,Stim48hr,negative
gs_ind_0,Cardiac Muscle Tissue Morphogenesis (GO:0055008),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,TCAP,Stim48hr,negative
gs_ind_0,Heart Contraction (GO:0060047),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,TCAP,Stim48hr,negative
gs_ind_0,Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of Lymphocyte Activation (GO:0051250),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,DUSP3,Stim48hr,negative
gs_ind_0,Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,DUSP3,Stim48hr,negative
gs_ind_0,Negative Regulation Of Chemotaxis (GO:0050922),1/20,0.07504137958628797,0.18608527076599732,19.86868686868687,51.454248132186,DUSP3,Stim48hr,negative
gs_ind_0,Protein N-linked Glycosylation Via Asparagine (GO:0018279),1/21,0.07864492727373423,0.19061397627362703,18.8980044345898,48.054075268718236,TUSC3,Stim48hr,negative
gs_ind_0,Regulation Of Cytoplasmic Translation (GO:2000765),1/21,0.07864492727373423,0.19061397627362703,18.8980044345898,48.054075268718236,YBX3,Stim48hr,negative
gs_ind_0,Myofibril Assembly (GO:0030239),1/21,0.07864492727373423,0.19061397627362703,18.8980044345898,48.054075268718236,TCAP,Stim48hr,negative
gs_ind_0,ATP Biosynthetic Process (GO:0006754),1/21,0.07864492727373423,0.19061397627362703,18.8980044345898,48.054075268718236,ATP5F1A,Stim48hr,negative
gs_ind_0,"Wound Healing, Spreading Of Cells (GO:0044319)",1/22,0.08223471560353346,0.1927797431361522,18.017618040873856,45.01121222984866,PDCD10,Stim48hr,negative
gs_ind_0,acyl-CoA Metabolic Process (GO:0006637),1/22,0.08223471560353346,0.1927797431361522,18.017618040873856,45.01121222984866,ACSM2A,Stim48hr,negative
gs_ind_0,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),1/22,0.08223471560353346,0.1927797431361522,18.017618040873856,45.01121222984866,ULBP1,Stim48hr,negative
gs_ind_0,Transition Metal Ion Transport (GO:0000041),1/22,0.08223471560353346,0.1927797431361522,18.017618040873856,45.01121222984866,SLC31A1,Stim48hr,negative
gs_ind_0,Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),1/22,0.08223471560353346,0.1927797431361522,18.017618040873856,45.01121222984866,PDCD10,Stim48hr,negative
gs_ind_0,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),1/22,0.08223471560353346,0.1927797431361522,18.017618040873856,45.01121222984866,DUSP3,Stim48hr,negative
gs_ind_0,Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111),1/23,0.08581079604460448,0.19477688625997525,17.215488215488215,42.27453280474674,MID1IP1,Stim48hr,negative
gs_ind_0,Response To Estradiol (GO:0032355),1/23,0.08581079604460448,0.19477688625997525,17.215488215488215,42.27453280474674,H2AZ1,Stim48hr,negative
gs_ind_0,Organelle Fusion (GO:0048284),1/23,0.08581079604460448,0.19477688625997525,17.215488215488215,42.27453280474674,PLD6,Stim48hr,negative
gs_ind_0,Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858),1/23,0.08581079604460448,0.19477688625997525,17.215488215488215,42.27453280474674,DUSP3,Stim48hr,negative
gs_ind_0,Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),1/23,0.08581079604460448,0.19477688625997525,17.215488215488215,42.27453280474674,PDCD10,Stim48hr,negative
gs_ind_0,Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),1/23,0.08581079604460448,0.19477688625997525,17.215488215488215,42.27453280474674,SLC31A1,Stim48hr,negative
gs_ind_0,Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),1/24,0.08937321987733535,0.19969328816342116,16.4816247582205,39.80203922804854,MID1IP1,Stim48hr,negative
gs_ind_0,Regulation Of Chemotaxis (GO:0050920),1/24,0.08937321987733535,0.19969328816342116,16.4816247582205,39.80203922804854,DUSP3,Stim48hr,negative
gs_ind_0,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),1/24,0.08937321987733535,0.19969328816342116,16.4816247582205,39.80203922804854,DUSP3,Stim48hr,negative
gs_ind_0,Regulatory ncRNA Processing (GO:0070918),1/25,0.09292203819425919,0.20235306794587407,15.807668521954236,37.55893246037255,PLD6,Stim48hr,negative
gs_ind_0,Response To Epidermal Growth Factor (GO:0070849),1/25,0.09292203819425919,0.20235306794587407,15.807668521954236,37.55893246037255,DUSP3,Stim48hr,negative
gs_ind_0,Carboxylic Acid Transmembrane Transport (GO:1905039),1/25,0.09292203819425919,0.20235306794587407,15.807668521954236,37.55893246037255,SLC13A2,Stim48hr,negative
gs_ind_0,Regulation Of Vasculature Development (GO:1901342),1/25,0.09292203819425919,0.20235306794587407,15.807668521954236,37.55893246037255,PDCD10,Stim48hr,negative
gs_ind_0,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),1/25,0.09292203819425919,0.20235306794587407,15.807668521954236,37.55893246037255,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of Nucleotide-Excision Repair (GO:2000819),1/26,0.09645730190072786,0.20794061565533795,15.186571598336304,35.516149109262614,SMARCC1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Notch Signaling Pathway (GO:0045747),1/26,0.09645730190072786,0.20794061565533795,15.186571598336304,35.516149109262614,PDCD10,Stim48hr,negative
gs_ind_0,Cognition (GO:0050890),1/27,0.0999790617155832,0.2102500856665941,14.612349914236706,33.6492389818753,TUSC3,Stim48hr,negative
gs_ind_0,Positive Regulation Of T Cell Mediated Immunity (GO:0002711),1/27,0.0999790617155832,0.2102500856665941,14.612349914236706,33.6492389818753,ULBP1,Stim48hr,negative
gs_ind_0,Mitochondrial Gene Expression (GO:0140053),1/27,0.0999790617155832,0.2102500856665941,14.612349914236706,33.6492389818753,MTERF4,Stim48hr,negative
gs_ind_0,Establishment Of Mitotic Spindle Orientation (GO:0000132),1/27,0.0999790617155832,0.2102500856665941,14.612349914236706,33.6492389818753,PAFAH1B1,Stim48hr,negative
gs_ind_0,Spermatid Development (GO:0007286),1/27,0.0999790617155832,0.2102500856665941,14.612349914236706,33.6492389818753,PLD6,Stim48hr,negative
gs_ind_0,Regulation Of Peptide Hormone Secretion (GO:0090276),1/28,0.10348736817182555,0.21344269685439018,14.079889807162534,31.93749459182292,ENSA,Stim48hr,negative
gs_ind_0,Positive Regulation Of RNA Metabolic Process (GO:0051254),1/28,0.10348736817182555,0.21344269685439018,14.079889807162534,31.93749459182292,RBM27,Stim48hr,negative
gs_ind_0,Negative Regulation Of Mitochondrion Organization (GO:0010823),1/28,0.10348736817182555,0.21344269685439018,14.079889807162534,31.93749459182292,SLC25A4,Stim48hr,negative
gs_ind_0,Purine Nucleotide Metabolic Process (GO:0006163),1/28,0.10348736817182555,0.21344269685439018,14.079889807162534,31.93749459182292,PRPSAP2,Stim48hr,negative
gs_ind_0,ATP Metabolic Process (GO:0046034),1/29,0.10698227161728077,0.2154713357925514,13.584795321637428,30.36326930215604,ATP5F1A,Stim48hr,negative
gs_ind_0,Mitochondrial Membrane Organization (GO:0007006),1/29,0.10698227161728077,0.2154713357925514,13.584795321637428,30.36326930215604,SLC25A4,Stim48hr,negative
gs_ind_0,Microtubule Bundle Formation (GO:0001578),1/29,0.10698227161728077,0.2154713357925514,13.584795321637428,30.36326930215604,NCKAP5L,Stim48hr,negative
gs_ind_0,Vesicle Cytoskeletal Trafficking (GO:0099518),1/29,0.10698227161728077,0.2154713357925514,13.584795321637428,30.36326930215604,PAFAH1B1,Stim48hr,negative
gs_ind_0,Mitochondrion Organization (GO:0007005),2/143,0.10663211864640865,0.2154713357925514,4.6131288477651085,10.325891580937041,PLD6;SLC25A4,Stim48hr,negative
gs_ind_0,Positive Regulation Of Intracellular Transport (GO:0032388),1/30,0.11046382221526409,0.21838239507072948,13.12326656394453,28.91143828659175,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of JNK Cascade (GO:0046329),1/30,0.11046382221526409,0.21838239507072948,13.12326656394453,28.91143828659175,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of G0 To G1 Transition (GO:0070316),1/30,0.11046382221526409,0.21838239507072948,13.12326656394453,28.91143828659175,SMARCC1,Stim48hr,negative
gs_ind_0,Acylglycerol Metabolic Process (GO:0006639),1/30,0.11046382221526409,0.21838239507072948,13.12326656394453,28.91143828659175,MGLL,Stim48hr,negative
gs_ind_0,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),2/147,0.11162718081762696,0.21967000261817415,4.484890353207922,9.833528892311788,SUB1;PDCD10,Stim48hr,negative
gs_ind_0,Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),1/31,0.11393206994524199,0.22116225342311682,12.692001987083954,27.56896874366923,MID1IP1,Stim48hr,negative
gs_ind_0,Establishment Of Mitotic Spindle Localization (GO:0040001),1/31,0.11393206994524199,0.22116225342311682,12.692001987083954,27.56896874366923,PAFAH1B1,Stim48hr,negative
gs_ind_0,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),1/31,0.11393206994524199,0.22116225342311682,12.692001987083954,27.56896874366923,SMARCC1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Myoblast Differentiation (GO:0045663),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,SMARCC1,Stim48hr,negative
gs_ind_0,Unsaturated Fatty Acid Metabolic Process (GO:0033559),1/33,0.12082885580375903,0.22303960036620973,11.909090909090908,25.168436325378373,MGLL,Stim48hr,negative
gs_ind_0,Negative Regulation Of DNA Metabolic Process (GO:0051053),1/33,0.12082885580375903,0.22303960036620973,11.909090909090908,25.168436325378373,SUB1,Stim48hr,negative
gs_ind_0,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,NDUFAB1,Stim48hr,negative
gs_ind_0,Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),1/32,0.11738706460349187,0.22303960036620973,12.288119288119288,26.324574492575397,DUSP3,Stim48hr,negative
gs_ind_0,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of Protein Dephosphorylation (GO:0035304),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,ENSA,Stim48hr,negative
gs_ind_0,Arachidonic Acid Metabolic Process (GO:0019369),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,MGLL,Stim48hr,negative
gs_ind_0,Icosanoid Metabolic Process (GO:0006690),1/32,0.11738706460349187,0.22303960036620973,12.288119288119288,26.324574492575397,MGLL,Stim48hr,negative
gs_ind_0,Organelle Transport Along Microtubule (GO:0072384),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,PAFAH1B1,Stim48hr,negative
gs_ind_0,Substantia Nigra Development (GO:0021762),1/33,0.12082885580375903,0.22303960036620973,11.909090909090908,25.168436325378373,YWHAQ,Stim48hr,negative
gs_ind_0,Establishment Of Spindle Orientation (GO:0051294),1/32,0.11738706460349187,0.22303960036620973,12.288119288119288,26.324574492575397,PAFAH1B1,Stim48hr,negative
gs_ind_0,Regulation Of Intracellular Protein Transport (GO:0033157),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,PDCD10,Stim48hr,negative
gs_ind_0,Regulation Of Cell Migration (GO:0030334),3/311,0.12014638453015063,0.22303960036620973,2.984747931416873,6.324813415011136,DUSP3;PDCD10;KIF2A,Stim48hr,negative
gs_ind_0,Axonal Transport (GO:0098930),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,PAFAH1B1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Catalytic Activity (GO:0043085),1/34,0.12425749297791172,0.22303960036620973,11.552691090004522,24.091974029661813,MID1IP1,Stim48hr,negative
gs_ind_0,Striated Muscle Contraction (GO:0006941),1/33,0.12082885580375903,0.22303960036620973,11.909090909090908,25.168436325378373,TCAP,Stim48hr,negative
gs_ind_0,Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),1/33,0.12082885580375903,0.22303960036620973,11.909090909090908,25.168436325378373,DUSP3,Stim48hr,negative
gs_ind_0,Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),1/35,0.12767302537659378,0.22726858044215242,11.216952129995608,23.087659330053306,ULBP1,Stim48hr,negative
gs_ind_0,Neuron Migration (GO:0001764),1/35,0.12767302537659378,0.22726858044215242,11.216952129995608,23.087659330053306,PAFAH1B1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),1/36,0.1310755020698749,0.2276574509634669,10.900128040973112,22.14886147133354,ATP5F1A,Stim48hr,negative
gs_ind_0,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),1/36,0.1310755020698749,0.2276574509634669,10.900128040973112,22.14886147133354,ENSA,Stim48hr,negative
gs_ind_0,Regulation Of Cell Communication (GO:0010646),1/36,0.1310755020698749,0.2276574509634669,10.900128040973112,22.14886147133354,MGLL,Stim48hr,negative
gs_ind_0,Negative Regulation Of T Cell Activation (GO:0050868),1/36,0.1310755020698749,0.2276574509634669,10.900128040973112,22.14886147133354,DUSP3,Stim48hr,negative
gs_ind_0,mRNA Stabilization (GO:0048255),1/36,0.1310755020698749,0.2276574509634669,10.900128040973112,22.14886147133354,YBX3,Stim48hr,negative
gs_ind_0,Heart Morphogenesis (GO:0003007),1/36,0.1310755020698749,0.2276574509634669,10.900128040973112,22.14886147133354,TCAP,Stim48hr,negative
gs_ind_0,Protein Stabilization (GO:0050821),2/163,0.13218941442745485,0.22866636608620217,4.035460087453321,8.16583188457165,RPAP3;PDCD10,Stim48hr,negative
gs_ind_0,Positive Regulation Of Lymphocyte Differentiation (GO:0045621),1/37,0.13446497194789847,0.23166856612710218,10.600664176006642,21.26971901898437,SMARCC1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),1/38,0.13784148372152763,0.23559361161966277,10.317171717171718,20.445032853349023,SMARCC1,Stim48hr,negative
gs_ind_0,Cell Cycle G2/M Phase Transition (GO:0044839),1/38,0.13784148372152763,0.23559361161966277,10.317171717171718,20.445032853349023,ENSA,Stim48hr,negative
gs_ind_1,Mitochondrial Envelope (GO:0005740),2/125,0.08499511413054602,0.2387778672545516,5.293000542593598,13.048101183339485,NDUFAB1;SLC25A4,Stim48hr,negative
gs_ind_1,U2-type Catalytic Step 2 Spliceosome (GO:0071007),1/23,0.08581079604460448,0.2387778672545516,17.215488215488215,42.27453280474674,CWC15,Stim48hr,negative
gs_ind_0,Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),1/39,0.1412050859229886,0.23943471091289373,10.04840613931523,19.670176400505433,DUSP3,Stim48hr,negative
gs_ind_0,mRNA Catabolic Process (GO:0006402),1/39,0.1412050859229886,0.23943471091289373,10.04840613931523,19.670176400505433,LSM5,Stim48hr,negative
gs_ind_0,Mitotic Spindle Assembly (GO:0090307),1/40,0.14455582690651195,0.24415137694052608,9.79324894514768,18.94101996223831,KIF2A,Stim48hr,negative
gs_ind_0,Regulation Of T Cell Differentiation (GO:0045580),1/42,0.15121891775052054,0.25242379655631636,9.319824753559693,17.60539785159768,SMARCC1,Stim48hr,negative
gs_ind_0,Regulation Of Lipid Metabolic Process (GO:0019216),1/42,0.15121891775052054,0.25242379655631636,9.319824753559693,17.60539785159768,MID1IP1,Stim48hr,negative
gs_ind_0,Actin Cytoskeleton Reorganization (GO:0031532),1/42,0.15121891775052054,0.25242379655631636,9.319824753559693,17.60539785159768,ASB2,Stim48hr,negative
gs_ind_0,Purine Ribonucleotide Biosynthetic Process (GO:0009152),1/43,0.15453136343522814,0.25596121588306125,9.09982174688057,16.992626790928416,ATP5F1A,Stim48hr,negative
gs_ind_0,Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),1/43,0.15453136343522814,0.25596121588306125,9.09982174688057,16.992626790928416,ATP5F1A,Stim48hr,negative
gs_ind_0,Regulation Of Stress-Activated MAPK Cascade (GO:0032872),1/44,0.15783113955170916,0.2584334307926841,8.889933820968304,16.41285855761012,PDCD10,Stim48hr,negative
gs_ind_0,Regulation Of T Cell Activation (GO:0050863),1/44,0.15783113955170916,0.2584334307926841,8.889933820968304,16.41285855761012,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of Focal Adhesion Assembly (GO:0051893),1/44,0.15783113955170916,0.2584334307926841,8.889933820968304,16.41285855761012,DUSP3,Stim48hr,negative
gs_ind_0,Calcium Ion Transmembrane Transport (GO:0070588),1/45,0.1611182935737556,0.26181722705735283,8.689479060265578,15.863655836969917,MCUR1,Stim48hr,negative
gs_ind_0,Mitotic G2/M Transition Checkpoint (GO:0044818),1/45,0.1611182935737556,0.26181722705735283,8.689479060265578,15.863655836969917,ORC1,Stim48hr,negative
gs_ind_0,Regulation Of Myoblast Differentiation (GO:0045661),1/46,0.164392872800964,0.26613034879854175,8.497835497835498,15.342809275457181,SMARCC1,Stim48hr,negative
gs_ind_0,Protein Polymerization (GO:0051258),1/47,0.16765492435936125,0.2693781368920074,8.314434669273378,14.84831181633053,MID1IP1,Stim48hr,negative
gs_ind_0,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),1/47,0.16765492435936125,0.2693781368920074,8.314434669273378,14.84831181633053,SMARCC1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Developmental Process (GO:0051094),2/192,0.171370718515725,0.27432103822106724,3.4132911221148903,6.020793380972248,SMARCC1;PLD6,Stim48hr,negative
gs_ind_0,Positive Regulation Of Mitochondrion Organization (GO:0010822),1/50,0.1773663816914856,0.27669155543871754,7.808692990511172,13.505429170550316,PLD6,Stim48hr,negative
gs_ind_0,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),1/50,0.1773663816914856,0.27669155543871754,7.808692990511172,13.505429170550316,NDUFAB1,Stim48hr,negative
gs_ind_0,RNA Catabolic Process (GO:0006401),1/50,0.1773663816914856,0.27669155543871754,7.808692990511172,13.505429170550316,LSM5,Stim48hr,negative
gs_ind_0,Cellular Component Assembly (GO:0022607),2/195,0.17553406094147023,0.27669155543871754,3.3595727110471776,5.8453950600502065,TCAP;PDCD10,Stim48hr,negative
gs_ind_0,Proteasomal Protein Catabolic Process (GO:0010498),2/196,0.1769256218339139,0.27669155543871754,3.342034823629184,5.7884907072997995,PSMD7;ASB2,Stim48hr,negative
gs_ind_0,Glycerophospholipid Metabolic Process (GO:0006650),1/50,0.1773663816914856,0.27669155543871754,7.808692990511172,13.505429170550316,PAFAH1B1,Stim48hr,negative
gs_ind_0,Mitochondrial Transport (GO:0006839),1/50,0.1773663816914856,0.27669155543871754,7.808692990511172,13.505429170550316,SLC25A4,Stim48hr,negative
gs_ind_0,Regulation Of Stem Cell Population Maintenance (GO:2000036),1/51,0.1805787903852862,0.27766416156017126,7.653465346534653,13.099580093203247,SMARCC1,Stim48hr,negative
gs_ind_0,Protein N-linked Glycosylation (GO:0006487),1/51,0.1805787903852862,0.27766416156017126,7.653465346534653,13.099580093203247,TUSC3,Stim48hr,negative
gs_ind_0,Long-Chain Fatty Acid Metabolic Process (GO:0001676),1/51,0.1805787903852862,0.27766416156017126,7.653465346534653,13.099580093203247,MGLL,Stim48hr,negative
gs_ind_0,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),1/51,0.1805787903852862,0.27766416156017126,7.653465346534653,13.099580093203247,MGLL,Stim48hr,negative
gs_ind_0,Regulation Of Actin Filament-Based Process (GO:0032970),1/52,0.18377890445860784,0.27947297677314575,7.50426596057664,12.712390506057984,ABRACL,Stim48hr,negative
gs_ind_0,Supramolecular Fiber Organization (GO:0097435),2/201,0.18391022702830512,0.27947297677314575,3.256982662842674,5.515073290930788,KIF2A;NCKAP5L,Stim48hr,negative
gs_ind_0,NADH Dehydrogenase Complex Assembly (GO:0010257),1/53,0.1869667700090742,0.27947297677314575,7.360750360750361,12.34268564825509,NDUFAB1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Protein Binding (GO:0032092),1/53,0.1869667700090742,0.27947297677314575,7.360750360750361,12.34268564825509,SUB1,Stim48hr,negative
gs_ind_0,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),1/52,0.18377890445860784,0.27947297677314575,7.50426596057664,12.712390506057984,KIF2A,Stim48hr,negative
gs_ind_0,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),1/53,0.1869667700090742,0.27947297677314575,7.360750360750361,12.34268564825509,YBX3,Stim48hr,negative
gs_ind_0,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),1/53,0.1869667700090742,0.27947297677314575,7.360750360750361,12.34268564825509,NDUFAB1,Stim48hr,negative
gs_ind_0,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),1/53,0.1869667700090742,0.27947297677314575,7.360750360750361,12.34268564825509,MID1IP1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Macroautophagy (GO:0016239),1/55,0.19330593908628815,0.28303156268947993,7.089519043647484,11.651491042174044,SLC25A4,Stim48hr,negative
gs_ind_0,Positive Regulation Of T Cell Differentiation (GO:0045582),1/54,0.19014243296505776,0.28303156268947993,7.222599830076466,11.98938455899704,SMARCC1,Stim48hr,negative
gs_ind_0,Glycoprotein Biosynthetic Process (GO:0009101),1/55,0.19330593908628815,0.28303156268947993,7.089519043647484,11.651491042174044,SERP2,Stim48hr,negative
gs_ind_0,Positive Regulation Of Cell Cycle (GO:0045787),1/55,0.19330593908628815,0.28303156268947993,7.089519043647484,11.651491042174044,DUSP3,Stim48hr,negative
gs_ind_0,Proton Motive Force-Driven ATP Synthesis (GO:0015986),1/55,0.19330593908628815,0.28303156268947993,7.089519043647484,11.651491042174044,NDUFAB1,Stim48hr,negative
gs_ind_0,Regulation Of Cell-Matrix Adhesion (GO:0001952),1/55,0.19330593908628815,0.28303156268947993,7.089519043647484,11.651491042174044,DUSP3,Stim48hr,negative
gs_ind_1,SWI/SNF Complex (GO:0016514),1/29,0.10698227161728077,0.28528605764608206,13.584795321637428,30.36326930215604,SMARCC1,Stim48hr,negative
gs_ind_0,Nucleosome Organization (GO:0034728),1/56,0.19645733396445714,0.2856955805788207,6.961233961233961,11.328085645814783,SMARCC1,Stim48hr,negative
gs_ind_0,Spindle Assembly (GO:0051225),1/56,0.19645733396445714,0.2856955805788207,6.961233961233961,11.328085645814783,KIF2A,Stim48hr,negative
gs_ind_0,Aerobic Respiration (GO:0009060),1/57,0.19959666302382398,0.2883062910344124,6.837489943684634,11.018318526664352,NDUFAB1,Stim48hr,negative
gs_ind_0,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),1/57,0.19959666302382398,0.2883062910344124,6.837489943684634,11.018318526664352,ATP5F1A,Stim48hr,negative
