target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
ZFTA,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),485,0,False,False,3
ZFTRAF1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),420,4,True,False,3
ZFX,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),130,261,True,False,3
ZFY,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),928,4,True,False,3
ZFYVE1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),358,9,True,False,3
ZFYVE16,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1063,5,True,False,3
ZFYVE21,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),118,267,True,False,3
ZFYVE26,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),625,36,True,True,3
ZFYVE27,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),529,3,True,False,3
ZFYVE28,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),745,1,True,False,3
ZFYVE9,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),860,6,True,False,3
ZG16,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),525,1,False,False,3
ZG16B,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1257,3,False,False,3
ZGLP1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1236,5,False,False,3
ZGPAT,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),667,6,True,True,3
ZGRF1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),624,3,True,True,3
ZHX1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1602,3,True,False,3
ZHX1-C8orf76,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,116,361,False,False,3
ZHX2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),359,24,True,False,3
ZHX3,True,Rest,PASS,,372,127,True,False,3
ZIC1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),135,5,False,False,3
ZIC2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),302,3,False,False,3
ZIC3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1020,2,False,False,3
ZIC4,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),674,27,False,False,3
ZIC5,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),973,3,False,False,3
ZIK1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),409,5,True,False,3
ZIM3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),256,20,False,False,3
ZKSCAN1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),576,3,True,False,3
ZKSCAN2,False,Stim48hr,Not statistically significant,Not statistically significant,430,67,False,False,2
ZKSCAN3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),250,4,False,False,3
ZKSCAN4,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),859,4,True,False,3
ZKSCAN5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1200,7,True,True,3
ZKSCAN7,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),677,0,False,False,3
ZKSCAN8,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),570,1,False,False,2
ZMAT1,True,Rest,PASS,,1041,190,True,False,3
ZMAT3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),685,5,True,False,3
ZMAT4,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1322,0,False,False,3
ZMIZ1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),513,8,False,False,3
ZMIZ2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),647,2,True,False,3
ZMPSTE24,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),902,4,True,False,3
ZMYM1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),332,3,True,False,3
ZMYM2,True,Rest,PASS,,580,2178,True,False,3
ZMYM3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),431,17,True,False,3
ZMYM4,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),138,3,True,False,2
ZMYM5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),770,4,True,False,3
ZMYM6,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),505,2,True,False,3
ZMYND11,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),429,4,True,False,3
ZMYND19,True,Stim8hr,PASS,,538,144,True,False,3
ZMYND8,True,Stim8hr,PASS,,882,55,True,False,3
ZNF10,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1045,1,False,False,3
ZNF100,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),840,19,True,False,3
ZNF101,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),64,29,True,False,3
ZNF106,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),939,6,True,False,3
ZNF107,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),339,4,True,False,3
ZNF112,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),321,1,False,False,3
ZNF114,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),366,3,False,False,3
ZNF117,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),265,2,False,False,3
ZNF12,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),632,45,True,False,3
ZNF121,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),467,3,True,False,3
ZNF124,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),950,0,False,False,3
ZNF131,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),82,79,True,False,3
ZNF132,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),439,2,True,False,3
ZNF133,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),839,2,True,False,3
ZNF134,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),734,1,True,False,3
ZNF135,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),257,2,False,False,3
ZNF136,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),516,0,False,False,3
ZNF138,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1527,1,True,False,3
ZNF14,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1207,27,True,False,3
ZNF140,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),299,2,True,False,3
ZNF141,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1082,4,True,False,3
ZNF142,False,Stim8hr,Off-target flagged,Off-target flagged,394,479,True,True,3
ZNF146,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),827,9,True,False,3
ZNF148,True,Rest,PASS,,996,1355,True,False,3
ZNF154,False,Stim8hr,Not statistically significant,Not statistically significant,658,100,False,False,3
ZNF155,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),513,1,True,False,3
ZNF157,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),543,0,False,False,3
ZNF16,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),615,25,True,False,3
ZNF160,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1091,36,True,False,3
ZNF165,False,Rest,Not statistically significant,Not statistically significant,529,87,False,False,3
ZNF169,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),432,2,True,False,3
ZNF17,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1175,1,True,False,3
ZNF174,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1245,4,True,True,3
ZNF175,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),550,1,True,False,3
ZNF177,False,Stim8hr,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),889,39,False,True,3
ZNF18,True,Rest,PASS,,427,128,True,False,3
ZNF180,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),580,12,True,False,3
ZNF181,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),692,1,True,False,3
ZNF182,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),658,2,True,False,3
ZNF184,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),508,7,True,False,3
ZNF185,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),384,0,False,False,3
ZNF189,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),267,12,True,False,3
ZNF19,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),387,0,False,False,3
ZNF195,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),364,1,True,False,3
ZNF197,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),435,3,True,False,3
ZNF2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),302,2,False,False,3
ZNF20,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),708,0,False,True,3
ZNF200,True,Stim48hr,PASS,,948,57,True,False,3
ZNF202,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),856,12,True,False,3
ZNF205,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),613,2,False,False,3
ZNF208,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),836,2,False,False,3
ZNF211,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),471,3,True,False,3
ZNF212,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),596,2,True,False,3
ZNF213,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1144,3,True,False,3
ZNF214,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),619,0,False,False,3
ZNF215,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),403,3,True,False,3
ZNF219,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),171,57,True,False,3
ZNF22,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),528,3,True,False,3
ZNF221,True,Rest,PASS,,319,663,True,False,3
ZNF222,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),449,5,False,False,3
ZNF223,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),446,11,False,False,3
ZNF224,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),567,2,True,False,3
ZNF225,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),495,5,True,False,3
ZNF226,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),628,1,False,False,3
ZNF227,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),437,5,True,False,3
ZNF229,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1098,0,False,False,3
ZNF23,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),243,1,True,False,3
ZNF230,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),622,4,True,False,3
ZNF232,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),731,7,True,False,3
ZNF233,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),487,0,False,False,3
ZNF235,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),929,1,True,False,3
ZNF236,False,Stim8hr,Not statistically significant,Not statistically significant,212,104,False,False,3
ZNF239,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),375,1,False,False,3
ZNF24,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),246,1,True,False,3
ZNF248,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),508,1,True,False,3
ZNF25,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1220,3,True,False,3
ZNF250,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),711,1,True,False,3
ZNF251,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),894,1,True,False,3
ZNF253,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),825,3,True,False,3
ZNF254,True,Rest,PASS,,271,78,True,False,3
ZNF256,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2251,4,True,False,3
ZNF257,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),837,0,False,False,3
ZNF26,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),506,1,True,False,3
ZNF260,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),281,2,True,False,3
ZNF263,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),342,7,True,False,3
ZNF264,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),932,2,True,False,3
ZNF266,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),639,3,True,False,3
ZNF267,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),801,1,False,False,3
ZNF268,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),606,11,True,False,3
ZNF273,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),568,3,True,False,3
ZNF274,True,Stim8hr,PASS,,570,152,True,False,3
ZNF275,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),778,1,True,False,3
ZNF276,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),934,15,True,True,3
ZNF277,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),578,4,True,False,3
ZNF28,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),330,4,False,False,3
ZNF280A,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),921,0,False,False,3
ZNF280B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1142,3,True,False,3
ZNF280C,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),880,20,True,False,3
ZNF280D,True,Stim8hr,PASS,,1042,146,True,False,3
ZNF281,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),233,5,True,False,3
ZNF282,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1152,5,True,False,3
ZNF283,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2178,1,True,False,3
ZNF284,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2874,2,True,False,3
ZNF285,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1148,2,False,False,3
ZNF286A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),737,2,True,False,3
ZNF286B,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),495,13,False,False,3
ZNF287,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),637,2,False,False,3
ZNF292,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),337,26,True,False,2
ZNF296,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),509,30,True,False,3
ZNF3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1093,2,True,False,3
ZNF30,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),578,0,False,False,3
ZNF300,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),364,2,False,False,3
ZNF302,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1264,2,True,False,3
ZNF304,True,Rest,PASS,,712,814,True,False,3
ZNF311,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),369,12,True,False,3
ZNF316,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1298,7,True,False,3
ZNF317,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1057,20,True,False,3
ZNF318,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),552,5,True,False,3
ZNF319,False,Rest,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),931,3,False,True,3
ZNF32,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),452,4,True,False,3
ZNF320,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),428,1,False,False,3
ZNF322,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),886,6,True,False,3
ZNF324,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),545,2,True,False,3
ZNF324B,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),623,2,False,False,3
ZNF326,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),703,2,True,False,3
ZNF329,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),900,3,True,False,3
ZNF330,True,Stim48hr,PASS,,1273,125,True,False,3
ZNF331,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),830,1,True,False,3
ZNF333,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),403,2,True,False,3
ZNF334,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),654,2,False,False,3
ZNF337,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),559,2,True,False,3
ZNF33A,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),429,12,True,False,3
ZNF33B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),309,3,True,False,3
ZNF34,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),42,33,True,False,3
ZNF343,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),561,9,True,False,3
ZNF345,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),913,6,True,False,3
ZNF346,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),576,4,True,False,3
ZNF347,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),570,1,False,False,3
ZNF35,True,Rest,PASS,,458,110,True,False,3
ZNF350,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),452,3,True,False,3
ZNF354A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),586,2,True,False,3
ZNF354B,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),300,13,True,False,3
ZNF354C,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),478,4,True,False,3
ZNF358,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),254,8,False,False,3
ZNF362,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),369,2,True,False,3
ZNF365,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),854,6,False,False,3
ZNF366,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),420,0,False,False,3
ZNF367,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),433,0,False,False,3
ZNF37A,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),557,1,False,False,3
ZNF382,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),572,1,True,False,3
ZNF383,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),986,9,True,True,3
ZNF384,True,Rest,PASS,,884,73,True,False,3
ZNF385A,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),580,2,False,False,3
ZNF385B,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1354,3,False,False,3
ZNF385C,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1055,3,False,False,3
ZNF385D,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),629,0,False,False,3
ZNF391,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),211,3,False,False,3
ZNF394,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),773,7,True,False,3
ZNF395,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),622,1,False,False,3
ZNF396,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),92,21,True,False,3
ZNF397,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),322,7,True,False,3
ZNF398,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),527,11,True,False,3
ZNF404,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),375,15,False,False,2
ZNF408,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),429,20,True,True,3
ZNF41,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),848,8,True,False,3
ZNF410,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1227,34,True,False,3
ZNF414,False,Rest,Too few cells (n<200),Too few cells (n<200),169,194,True,False,3
ZNF415,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1427,0,False,False,3
ZNF416,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),601,2,True,True,3
ZNF417,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),456,3,False,False,3
ZNF418,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1263,2,False,False,3
ZNF419,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1170,0,False,False,3
ZNF420,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),755,2,True,False,3
ZNF423,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),476,0,False,False,3
ZNF425,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),308,5,False,False,3
ZNF426,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1269,11,True,False,3
ZNF428,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),428,3,True,False,3
ZNF429,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1000,0,False,False,3
ZNF43,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),459,46,True,False,3
ZNF430,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),3505,8,True,False,3
ZNF431,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),805,7,False,False,3
ZNF432,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),439,1,True,False,3
ZNF433,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),726,1,False,False,3
ZNF436,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1277,5,True,False,3
ZNF438,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),789,1,True,False,3
ZNF439,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),798,0,False,False,3
ZNF44,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),628,3,True,False,3
ZNF440,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),887,0,False,False,3
ZNF441,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),712,4,False,False,3
ZNF442,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),302,1,False,False,3
ZNF443,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),589,1,False,False,3
ZNF444,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),790,18,True,False,3
ZNF445,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),722,2,True,False,3
ZNF446,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),398,2,False,False,3
ZNF449,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),322,2,True,True,3
ZNF45,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),513,2,False,False,3
ZNF451,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),649,2,True,False,3
ZNF454,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),594,3,False,False,3
ZNF460,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),586,5,False,False,3
ZNF461,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),669,0,False,False,3
ZNF462,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),530,5,False,False,3
ZNF467,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),632,0,False,False,3
ZNF468,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),306,0,False,False,3
ZNF469,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),860,2,False,False,3
ZNF470,True,Rest,PASS,,368,355,True,False,3
ZNF471,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),331,6,False,False,3
ZNF473,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),815,12,True,True,3
ZNF474,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),681,1,False,False,3
ZNF479,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),792,26,False,False,3
ZNF48,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),242,9,True,False,3
ZNF480,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),437,3,True,False,3
ZNF483,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2509,1,True,False,3
ZNF484,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),957,1,True,False,3
ZNF485,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),885,9,True,False,3
ZNF486,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1269,7,True,False,3
ZNF488,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),760,2,False,False,3
ZNF490,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),558,4,True,True,3
ZNF491,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),906,0,False,False,3
ZNF492,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),978,14,True,False,3
ZNF493,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),403,1,True,False,3
ZNF496,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),968,3,True,False,3
