ensembl_id,gene_symbol,loeuf,pli
ENSG00000119699,TGFB3,0.249,1.0
ENSG00000120708,TGFBI,0.856,1.214e-11
ENSG00000106799,TGFBR1,0.509,0.96403
ENSG00000163513,TGFBR2,0.531,0.90792
ENSG00000069702,TGFBR3,0.636,3.4901e-05
ENSG00000260001,TGFBR3L,1.86,1.2287e-09
ENSG00000135966,TGFBRAP1,0.346,1.0
ENSG00000177426,TGIF1,0.477,0.98151
ENSG00000118707,TGIF2,0.667,0.7356
ENSG00000092295,TGM1,0.847,1.0536e-14
ENSG00000198959,TGM2,0.902,1.554e-13
ENSG00000125780,TGM3,0.895,7.1097e-13
ENSG00000163810,TGM4,0.968,1.6779e-17
ENSG00000104055,TGM5,1.034,6.2413e-20
ENSG00000166948,TGM6,1.134,6.4362e-24
ENSG00000159495,TGM7,1.075,1.1740999999999998e-21
ENSG00000152291,TGOLN2,0.913,0.00015155
ENSG00000137574,TGS1,0.887,6.0219e-12
ENSG00000180176,TH,1.27,3.3283e-17
ENSG00000115970,THADA,1.178,1.1886e-66
ENSG00000131931,THAP1,0.571,0.90189
ENSG00000129028,THAP10,1.007,0.0029128
ENSG00000168286,THAP11,0.681,0.51537
ENSG00000137492,THAP12,0.514,0.96105
ENSG00000173451,THAP2,1.137,5.6607e-05
ENSG00000041988,THAP3,1.241,0.00020365
ENSG00000176946,THAP4,0.585,0.50119
ENSG00000177683,THAP5,1.089,2.3067e-08
ENSG00000174796,THAP6,1.028,0.00035261
ENSG00000184436,THAP7,1.147,6.9513e-07
ENSG00000161277,THAP8,1.615,7.6622e-10
ENSG00000168152,THAP9,0.791,4.4584e-06
ENSG00000178726,THBD,1.938,0.04961
ENSG00000137801,THBS1,0.301,1.0
ENSG00000186340,THBS2,0.446,0.99984
ENSG00000169231,THBS3,0.747,7.7007e-15
ENSG00000113296,THBS4,0.946,7.4057e-24
ENSG00000105549,THEG,1.223,9.7945e-13
ENSG00000249693,THEGL,1.291,4.3893e-14
ENSG00000159445,THEM4,1.569,7.6629e-07
ENSG00000196407,THEM5,1.492,2.687e-11
ENSG00000130193,THEM6,1.948,1.9574e-05
ENSG00000172673,THEMIS,0.894,1.9661e-08
ENSG00000130775,THEMIS2,0.837,1.7947e-06
ENSG00000113272,THG1L,1.114,2.1821e-06
ENSG00000185875,THNSL1,1.166,6.0131e-18
ENSG00000144115,THNSL2,1.122,3.5286e-10
ENSG00000079134,THOC1,0.546,0.86926
ENSG00000051596,THOC3,1.002,0.35748
ENSG00000100296,THOC5,0.625,0.0003911
ENSG00000131652,THOC6,0.872,3.8005e-09
ENSG00000163634,THOC7,0.868,0.00058249
ENSG00000172009,THOP1,0.876,5.1721e-12
ENSG00000090534,THPO,1.117,0.00055086
ENSG00000126351,THRA,0.439,0.99892
ENSG00000054118,THRAP3,0.244,1.0
ENSG00000151090,THRB,0.43,0.9992
ENSG00000151365,THRSP,1.396,0.0017717
ENSG00000136114,THSD1,0.861,9.5202e-08
ENSG00000187720,THSD4,0.727,1.8906e-12
ENSG00000005108,THSD7A,0.5,0.013145
ENSG00000144229,THSD7B,0.763,4.8175999999999995e-28
ENSG00000259431,THTPA,1.3,1.3096e-05
ENSG00000066654,THUMPD1,1.41,1.3268e-11
ENSG00000138050,THUMPD2,1.396,3.0024e-14
ENSG00000134077,THUMPD3,1.003,1.1352e-09
ENSG00000154096,THY1,1.081,0.0054408
ENSG00000151500,THYN1,1.353,1.3157e-11
ENSG00000116001,TIA1,0.517,0.9488
ENSG00000151923,TIAL1,0.213,1.0
ENSG00000156299,TIAM1,0.469,0.99063
ENSG00000146426,TIAM2,0.572,2.4305e-06
ENSG00000127666,TICAM1,1.802,0.36621
ENSG00000243414,TICAM2,1.565,0.00036189
ENSG00000140534,TICRR,0.866,3.8472e-32
ENSG00000066056,TIE1,0.818,4.4818e-20
ENSG00000145365,TIFA,,
ENSG00000255833,TIFAB,1.87,0.31491
ENSG00000078237,TIGAR,1.194,0.13166
ENSG00000221944,TIGD1,1.895,0.013665
ENSG00000180346,TIGD2,0.739,0.0015586
ENSG00000173825,TIGD3,1.219,5.4883e-05
ENSG00000169989,TIGD4,1.123,1.9516e-06
ENSG00000179886,TIGD5,1.565,7.3736e-11
ENSG00000164296,TIGD6,1.366,0.0020314
ENSG00000140993,TIGD7,1.288,8.6705e-11
ENSG00000181847,TIGIT,0.929,0.020017
ENSG00000145850,TIMD4,1.052,8.8093e-08
ENSG00000111602,TIMELESS,0.857,1.0936e-30
ENSG00000134809,TIMM10,1.885,3.0101e-06
ENSG00000132286,TIMM10B,1.854,1.3341e-09
ENSG00000099800,TIMM13,1.521,0.0023249
ENSG00000134375,TIMM17A,0.951,0.0092003
ENSG00000075336,TIMM21,1.388,1.0612e-10
ENSG00000177370,TIMM22,0.998,0.0032028
ENSG00000265354,TIMM23,0.799,0.014778
ENSG00000204152,TIMM23B,1.259,1.8411e-06
ENSG00000142444,TIMM29,1.919,1.796e-11
ENSG00000104980,TIMM44,0.758,8.0556e-07
ENSG00000105197,TIMM50,0.913,2.1053e-08
ENSG00000150779,TIMM8B,1.55,0.023498
ENSG00000100575,TIMM9,1.213,0.018125
ENSG00000113845,TIMMDC1,1.023,7.7468e-06
ENSG00000035862,TIMP2,0.448,0.99246
ENSG00000100234,TIMP3,0.66,0.46415
ENSG00000157150,TIMP4,1.397,5.4175e-10
ENSG00000137251,TINAG,1.362,1.6633e-23
ENSG00000142910,TINAGL1,0.794,5.1992e-07
ENSG00000092330,TINF2,0.688,0.0010977
ENSG00000163659,TIPARP,0.346,1.0
ENSG00000075131,TIPIN,1.076,4.6252e-07
ENSG00000143155,TIPRL,0.616,0.84236
ENSG00000150455,TIRAP,1.432,1.6015e-07
ENSG00000104067,TJP1,0.275,1.0
ENSG00000119139,TJP2,0.825,4.407e-19
ENSG00000105289,TJP3,1.061,7.9544e-26
ENSG00000167900,TK1,1.015,0.0049763
ENSG00000166548,TK2,1.101,6.1251e-11
ENSG00000149476,TKFC,0.968,1.549e-11
ENSG00000163931,TKT,0.923,5.2193e-12
ENSG00000151005,TKTL2,1.613,0.45391
ENSG00000160606,TLCD1,1.295,2.631e-07
ENSG00000185561,TLCD2,1.379,0.00017937
ENSG00000167695,TLCD3A,0.937,0.00033622
ENSG00000149926,TLCD3B,0.643,0.55108
ENSG00000152078,TLCD4,0.527,0.95939
ENSG00000181264,TLCD5,1.05,0.00027742
ENSG00000101342,TLDC2,1.103,6.23e-07
ENSG00000196781,TLE1,0.343,1.0
ENSG00000065717,TLE2,1.02,1.8430999999999997e-21
ENSG00000140332,TLE3,0.276,1.0
ENSG00000106829,TLE4,0.166,1.0
ENSG00000104964,TLE5,0.631,0.7874
ENSG00000104953,TLE6,1.121,1.2909e-22
ENSG00000198586,TLK1,0.338,1.0
ENSG00000146872,TLK2,0.103,1.0
ENSG00000038295,TLL1,0.467,0.99721
ENSG00000095587,TLL2,0.99,9.6799e-30
ENSG00000137076,TLN1,0.236,1.0
ENSG00000171914,TLN2,0.456,0.99454
ENSG00000140406,TLNRD1,1.664,6.2764e-06
ENSG00000174125,TLR1,1.348,7.947e-11
ENSG00000174123,TLR10,1.833,0.10117
ENSG00000137462,TLR2,1.432,5.8343e-05
ENSG00000164342,TLR3,0.796,1.2954e-08
ENSG00000136869,TLR4,0.858,0.00041066
ENSG00000187554,TLR5,1.845,0.33601
ENSG00000239732,TLR9,1.116,1.0483e-06
ENSG00000107807,TLX1,0.504,0.97536
ENSG00000115297,TLX2,1.278,3.3968e-05
ENSG00000164438,TLX3,1.004,0.0055397
ENSG00000162604,TM2D1,1.098,0.032715
ENSG00000169490,TM2D2,1.297,2.9177e-05
ENSG00000184277,TM2D3,1.57,2.0744e-13
ENSG00000169908,TM4SF1,1.191,3.7272e-06
ENSG00000163762,TM4SF18,1.426,3.9852e-07
ENSG00000145107,TM4SF19,1.102,4.1058e-05
ENSG00000168955,TM4SF20,1.228,5.1072e-05
ENSG00000169903,TM4SF4,1.545,9.816e-09
ENSG00000142484,TM4SF5,1.124,1.6011e-05
ENSG00000136404,TM6SF1,1.269,5.238e-11
ENSG00000213996,TM6SF2,0.963,1.3601e-07
ENSG00000149809,TM7SF2,1.302,2.3129e-18
ENSG00000064115,TM7SF3,1.226,2.214e-17
ENSG00000100926,TM9SF1,0.631,0.023345
ENSG00000125304,TM9SF2,0.256,1.0
ENSG00000077147,TM9SF3,0.262,1.0
ENSG00000101337,TM9SF4,0.377,1.0
ENSG00000198498,TMA16,1.598,2.3549e-09
ENSG00000232112,TMA7,0.901,0.25877
ENSG00000135926,TMBIM1,1.114,1.7335e-09
ENSG00000155957,TMBIM4,1.766,0.00033826
ENSG00000139644,TMBIM6,0.625,0.4641
ENSG00000165091,TMC1,0.914,1.2771e-18
ENSG00000149488,TMC2,1.151,1.8266e-27
ENSG00000188869,TMC3,1.033,1.5926e-24
ENSG00000167608,TMC4,1.052,1.4422e-20
ENSG00000103534,TMC5,0.927,4.9238e-20
ENSG00000141524,TMC6,1.019,1.4928e-20
ENSG00000170537,TMC7,0.795,3.4171e-10
ENSG00000167895,TMC8,1.201,1.2654e-24
ENSG00000172765,TMCC1,0.436,0.99937
ENSG00000133069,TMCC2,0.484,0.99129
ENSG00000057704,TMCC3,1.038,6.2278e-06
ENSG00000143183,TMCO1,1.404,4.8145e-07
ENSG00000188800,TMCO2,1.041,0.013755
ENSG00000150403,TMCO3,1.056,3.1226e-13
ENSG00000162542,TMCO4,1.053,1.4631e-16
ENSG00000166069,TMCO5A,1.143,4.9075e-10
ENSG00000113119,TMCO6,0.953,1.8968e-12
ENSG00000099203,TMED1,1.435,1.5616e-07
ENSG00000170348,TMED10,0.577,0.89062
ENSG00000086598,TMED2,0.447,0.98634
ENSG00000166557,TMED3,0.979,0.0021216
ENSG00000158604,TMED4,1.294,6.2707e-06
ENSG00000117500,TMED5,1.662,1.5541e-07
ENSG00000157315,TMED6,0.917,0.00045631
ENSG00000134970,TMED7,0.668,0.5672
ENSG00000100580,TMED8,0.608,0.72507
ENSG00000184840,TMED9,1.054,2.517e-06
ENSG00000241697,TMEFF1,0.661,0.035537
ENSG00000144339,TMEFF2,0.683,0.012506
ENSG00000166292,TMEM100,0.459,0.92591
ENSG00000091947,TMEM101,0.942,0.0018185
ENSG00000181284,TMEM102,1.573,3.7185e-12
ENSG00000109066,TMEM104,1.059,1.9265e-11
ENSG00000184988,TMEM106A,1.189,9.188e-08
ENSG00000106460,TMEM106B,0.813,0.046186
ENSG00000134291,TMEM106C,1.155,3.3691e-08
ENSG00000179029,TMEM107,1.493,5.4756e-07
ENSG00000144868,TMEM108,0.586,0.75903
ENSG00000110108,TMEM109,1.012,3.3325e-05
ENSG00000178307,TMEM11,0.268,0.99899
ENSG00000232258,TMEM114,1.631,0.00063702
ENSG00000126062,TMEM115,0.683,0.50692
ENSG00000198270,TMEM116,1.101,5.2576e-10
ENSG00000139173,TMEM117,0.67,0.027093
ENSG00000183160,TMEM119,1.823,0.35209
ENSG00000189077,TMEM120A,1.251,1.6528e-15
ENSG00000188735,TMEM120B,0.827,6.9768e-06
ENSG00000184986,TMEM121,1.157,0.012339
ENSG00000183307,TMEM121B,1.839,1.8203e-06
ENSG00000152558,TMEM123,1.334,1.0006e-05
ENSG00000179178,TMEM125,1.946,7.4681e-06
ENSG00000171202,TMEM126A,0.839,0.26159
ENSG00000171204,TMEM126B,1.825,1.449e-08
ENSG00000135956,TMEM127,1.587,1.6977e-08
ENSG00000132406,TMEM128,1.552,5.0826e-06
ENSG00000168936,TMEM129,1.801,1.1121e-15
ENSG00000166448,TMEM130,1.187,4.6765e-11
ENSG00000075568,TMEM131,0.374,1.0
ENSG00000121210,TMEM131L,0.404,1.0
ENSG00000006118,TMEM132A,1.026,4.6824e-14
ENSG00000139364,TMEM132B,0.288,1.0
ENSG00000181234,TMEM132C,0.719,0.00014626
ENSG00000151952,TMEM132D,0.5,0.97654
ENSG00000181291,TMEM132E,0.867,1.3716e-11
ENSG00000172663,TMEM134,1.953,9.9376e-18
ENSG00000166575,TMEM135,0.743,0.0013852
ENSG00000149483,TMEM138,0.927,0.22846
ENSG00000178826,TMEM139,0.981,0.022045
ENSG00000146859,TMEM140,1.923,0.13061
ENSG00000244187,TMEM141,1.777,6.2632e-08
ENSG00000161558,TMEM143,1.479,5.5967e-17
ENSG00000164124,TMEM144,1.363,3.5824e-10
ENSG00000167619,TMEM145,0.848,1.6857e-10
ENSG00000105677,TMEM147,1.275,5.4682e-10
ENSG00000096092,TMEM14A,1.183,0.010659
ENSG00000137210,TMEM14B,0.989,0.036344
ENSG00000111843,TMEM14C,1.427,5.997e-05
ENSG00000168890,TMEM150A,0.847,0.00085428
ENSG00000180061,TMEM150B,1.755,6.2008e-15
ENSG00000249242,TMEM150C,0.63,0.66761
ENSG00000179292,TMEM151A,1.322,1.9881e-07
ENSG00000178233,TMEM151B,0.986,1.3651e-05
ENSG00000170006,TMEM154,1.503,2.3537e-09
ENSG00000121895,TMEM156,1.242,4.6658e-07
ENSG00000249992,TMEM158,1.966,0.00021088
ENSG00000130748,TMEM160,1.941,4.0023e-07
ENSG00000064545,TMEM161A,1.082,1.4883e-13
ENSG00000164180,TMEM161B,0.79,9.0147e-05
ENSG00000152128,TMEM163,1.024,0.00036872
ENSG00000134851,TMEM165,1.071,0.00011331
ENSG00000174695,TMEM167A,1.592,0.045143
ENSG00000215717,TMEM167B,0.718,0.76777
ENSG00000146802,TMEM168,0.953,1.6435e-10
ENSG00000163449,TMEM169,0.923,0.00023274
ENSG00000186889,TMEM17,1.295,0.0060735
ENSG00000166822,TMEM170A,1.909,1.2981e-08
ENSG00000205269,TMEM170B,0.976,0.11354
ENSG00000157111,TMEM171,1.229,2.3851e-05
ENSG00000164325,TMEM174,1.23,0.00010554
ENSG00000127419,TMEM175,1.295,5.0942e-13
ENSG00000002933,TMEM176A,1.088,6.097e-06
ENSG00000106565,TMEM176B,1.256,1.6313e-09
ENSG00000144120,TMEM177,0.811,0.16159
ENSG00000152154,TMEM178A,0.85,0.017706
ENSG00000261115,TMEM178B,0.431,0.99338
ENSG00000258986,TMEM179,1.461,1.6607e-06
ENSG00000185475,TMEM179B,1.225,5.2204e-05
ENSG00000151353,TMEM18,1.198,0.00013602
ENSG00000146433,TMEM181,0.659,0.0008824
ENSG00000170417,TMEM182,1.092,5.8484e-06
ENSG00000163444,TMEM183A,0.671,0.036447
ENSG00000164855,TMEM184A,1.346,1.342e-14
ENSG00000198792,TMEM184B,0.612,0.31658
ENSG00000164168,TMEM184C,0.594,0.30533
ENSG00000226479,TMEM185B,0.774,0.16442
ENSG00000184857,TMEM186,1.811,0.022318
ENSG00000139291,TMEM19,0.929,6.4877e-05
ENSG00000160472,TMEM190,1.413,2.3843e-06
ENSG00000278558,TMEM191B,1.905,0.02993
ENSG00000206140,TMEM191C,1.303,5.8261e-06
ENSG00000170088,TMEM192,1.168,2.311e-06
ENSG00000173452,TMEM196,1.358,3.6943e-06
ENSG00000188760,TMEM198,1.145,0.00010615
ENSG00000244045,TMEM199,1.374,9.3946e-09
ENSG00000164484,TMEM200A,0.764,0.06166
ENSG00000253304,TMEM200B,1.37,0.00018856
ENSG00000188807,TMEM201,0.617,0.042998
ENSG00000187806,TMEM202,1.316,3.6021e-09
ENSG00000187713,TMEM203,1.215,0.1236
ENSG00000131634,TMEM204,1.236,4.7558e-05
ENSG00000105518,TMEM205,0.836,0.021287
ENSG00000198398,TMEM207,1.17,0.002906
ENSG00000168701,TMEM208,1.021,2.9327e-05
ENSG00000146842,TMEM209,1.124,5.4837e-17
ENSG00000185863,TMEM210,1.374,0.0091118
ENSG00000206069,TMEM211,1.392,0.0017995
ENSG00000186329,TMEM212,1.643,4.0334e-09
ENSG00000214128,TMEM213,1.454,0.0067101
ENSG00000119777,TMEM214,0.927,1.1915e-18
ENSG00000188133,TMEM215,1.301,0.00028773
ENSG00000187049,TMEM216,1.453,0.00011783
ENSG00000150433,TMEM218,1.214,0.12399
ENSG00000149932,TMEM219,1.425,1.7071e-07
ENSG00000187824,TMEM220,1.431,3.8046e-07
ENSG00000188051,TMEM221,1.882,0.00098575
ENSG00000186501,TMEM222,1.118,1.6996e-05
ENSG00000168569,TMEM223,1.781,2.9272e-06
ENSG00000204300,TMEM225,0.945,0.017177
ENSG00000244219,TMEM225B,1.101,0.00032178
ENSG00000234224,TMEM229A,1.138,7.7917e-07
ENSG00000198133,TMEM229B,0.849,0.24534
ENSG00000089063,TMEM230,1.283,0.0064164
ENSG00000205084,TMEM231,1.41,2.6458e-09
ENSG00000186952,TMEM232,1.3,9.2937e-24
ENSG00000224982,TMEM233,1.034,0.13904
ENSG00000160055,TMEM234,1.63,6.6328e-10
ENSG00000148483,TMEM236,1.133,0.00095279
ENSG00000155755,TMEM237,1.318,1.0116e-14
ENSG00000233493,TMEM238,,
ENSG00000198326,TMEM239,1.446,0.0006288
ENSG00000205090,TMEM240,0.496,0.96857
ENSG00000134490,TMEM241,1.173,2.8865e-11
ENSG00000215712,TMEM242,0.933,0.032992
ENSG00000135185,TMEM243,1.9,4.7081e-05
ENSG00000203756,TMEM244,1.869,0.00043447
ENSG00000106771,TMEM245,0.913,5.4112e-14
ENSG00000106609,TMEM248,0.502,0.97965
ENSG00000149582,TMEM25,1.29,1.2976e-12
ENSG00000238227,TMEM250,1.715,0.002538
ENSG00000153485,TMEM251,0.948,0.049507
ENSG00000181778,TMEM252,1.357,0.020461
ENSG00000133678,TMEM254,1.691,9.78e-10
ENSG00000184497,TMEM255B,1.353,4.0159e-13
ENSG00000205544,TMEM256,1.529,1.401e-05
ENSG00000134825,TMEM258,1.696,8.0041e-05
ENSG00000182087,TMEM259,0.97,1.4641e-06
ENSG00000196932,TMEM26,1.678,2.1053e-11
ENSG00000070269,TMEM260,1.049,1.3893e-15
ENSG00000187066,TMEM262,1.681,3.5143e-05
ENSG00000151135,TMEM263,0.929,0.63298
ENSG00000281991,TMEM265,1.636,0.0014704
ENSG00000169758,TMEM266,0.922,8.9558e-09
ENSG00000151881,TMEM267,1.426,9.2491e-07
ENSG00000157693,TMEM268,0.852,0.0062345
ENSG00000274386,TMEM269,1.25,9.2545e-06
ENSG00000175877,TMEM270,1.392,4.1762e-11
ENSG00000204161,TMEM273,1.433,1.5891e-07
ENSG00000112697,TMEM30A,0.906,0.0029093
ENSG00000182107,TMEM30B,1.643,1.7907e-07
ENSG00000109133,TMEM33,0.752,0.10839
ENSG00000171227,TMEM37,1.645,4.266e-05
ENSG00000072954,TMEM38A,1.027,2.6823e-05
ENSG00000095209,TMEM38B,1.329,4.1644e-07
ENSG00000176142,TMEM39A,0.58,0.49719
ENSG00000121775,TMEM39B,0.595,0.2099
ENSG00000088726,TMEM40,1.061,5.9284e-10
ENSG00000163900,TMEM41A,1.183,1.9309e-06
ENSG00000166471,TMEM41B,0.834,0.26872
ENSG00000169964,TMEM42,1.022,0.028715
ENSG00000170876,TMEM43,1.13,4.0338e-14
ENSG00000145014,TMEM44,1.311,2.8277e-14
ENSG00000181458,TMEM45A,1.069,2.5964e-07
ENSG00000151715,TMEM45B,1.447,1.9191e-11
ENSG00000183726,TMEM50A,0.753,0.2771
ENSG00000142188,TMEM50B,0.955,0.015638
ENSG00000171729,TMEM51,0.871,0.093948
ENSG00000178821,TMEM52,1.848,1.6773e-06
ENSG00000165685,TMEM52B,1.489,0.005904
ENSG00000126106,TMEM53,0.977,0.0011847
ENSG00000121900,TMEM54,1.57,1.2017e-09
ENSG00000116209,TMEM59,1.31,3.2604e-10
ENSG00000105696,TMEM59L,1.165,1.549e-10
ENSG00000135211,TMEM60,0.814,0.49341
ENSG00000143001,TMEM61,1.67,1.5106e-05
ENSG00000137842,TMEM62,0.737,0.00011682
ENSG00000196187,TMEM63A,0.839,1.6245e-16
ENSG00000137216,TMEM63B,0.314,1.0
ENSG00000165548,TMEM63C,0.438,0.99988
ENSG00000180694,TMEM64,1.353,7.5379e-07
ENSG00000164983,TMEM65,1.875,6.2337e-05
ENSG00000164953,TMEM67,1.079,3.1439e-18
ENSG00000167904,TMEM68,0.942,5.1618e-05
ENSG00000159596,TMEM69,1.63,1.9713e-07
ENSG00000175606,TMEM70,1.375,6.1756e-07
ENSG00000165071,TMEM71,1.516,3.557e-15
ENSG00000187783,TMEM72,1.081,0.0054463
ENSG00000164841,TMEM74,1.072,0.00082313
ENSG00000125895,TMEM74B,1.683,8.5445e-05
ENSG00000163472,TMEM79,1.302,1.5907e-10
ENSG00000177042,TMEM80,1.696,3.1161e-07
ENSG00000174529,TMEM81,,
ENSG00000162460,TMEM82,1.62,7.6925e-13
ENSG00000151117,TMEM86A,1.026,0.0012977
ENSG00000180089,TMEM86B,1.816,8.4127e-07
ENSG00000103978,TMEM87A,0.694,1.5321e-05
ENSG00000153214,TMEM87B,1.331,1.1266e-20
ENSG00000167874,TMEM88,1.75,0.00089708
ENSG00000205116,TMEM88B,1.979,4.019e-07
ENSG00000183396,TMEM89,1.157,0.023842
ENSG00000137103,TMEM8B,0.835,3.2319e-06
ENSG00000116857,TMEM9,0.917,0.0076176
ENSG00000142046,TMEM91,0.856,0.16149
ENSG00000167105,TMEM92,1.517,2.6563e-06
ENSG00000177728,TMEM94,0.601,5.0575e-09
ENSG00000182896,TMEM95,1.203,3.4308e-07
ENSG00000109084,TMEM97,1.083,0.00074799
ENSG00000006042,TMEM98,1.072,2.9227e-05
ENSG00000175348,TMEM9B,0.721,0.45246
ENSG00000144747,TMF1,0.62,4.1579e-06
ENSG00000181585,TMIE,1.475,1.9426e-05
ENSG00000182271,TMIGD1,1.338,1.6993e-07
ENSG00000121933,TMIGD3,0.936,0.00060882
ENSG00000136842,TMOD1,0.594,0.52073
ENSG00000128872,TMOD2,0.794,0.00094973
ENSG00000138594,TMOD3,0.768,0.010555
ENSG00000163157,TMOD4,1.0,2.3356e-09
ENSG00000120802,TMPO,0.736,0.0039603
ENSG00000188167,TMPPE,1.05,7.4218e-05
ENSG00000187054,TMPRSS11A,1.132,1.7154e-13
ENSG00000185873,TMPRSS11B,1.344,2.3421e-15
ENSG00000153802,TMPRSS11D,0.974,1.0646e-07
ENSG00000087128,TMPRSS11E,1.059,2.3529e-12
ENSG00000198092,TMPRSS11F,0.994,2.707e-09
ENSG00000186452,TMPRSS12,1.494,1.0431e-09
ENSG00000137747,TMPRSS13,0.967,3.1961e-13
ENSG00000154646,TMPRSS15,1.12,2.5099e-34
ENSG00000184012,TMPRSS2,0.991,2.594e-15
ENSG00000160183,TMPRSS3,1.106,2.1224e-16
ENSG00000137648,TMPRSS4,0.94,6.81e-11
ENSG00000166682,TMPRSS5,1.319,1.234e-16
ENSG00000187045,TMPRSS6,0.821,7.5568e-14
ENSG00000034510,TMSB10,1.904,0.012573
ENSG00000133687,TMTC1,0.805,5.59e-13
ENSG00000179104,TMTC2,0.639,0.0016871
ENSG00000139324,TMTC3,0.721,1.0951e-06
ENSG00000125247,TMTC4,0.846,1.0652e-13
ENSG00000164897,TMUB1,1.491,0.0011582
ENSG00000168591,TMUB2,1.268,7.889e-06
ENSG00000139921,TMX1,1.01,1.8835e-07
ENSG00000213593,TMX2,0.866,2.2454e-05
ENSG00000166479,TMX3,0.686,0.16822
ENSG00000125827,TMX4,1.246,2.0903e-06
ENSG00000041982,TNC,0.608,5.9321e-13
ENSG00000232810,TNF,0.592,0.8577
ENSG00000109079,TNFAIP1,0.9,0.00010708
ENSG00000185215,TNFAIP2,1.114,1.2029e-12
ENSG00000118503,TNFAIP3,0.209,1.0
ENSG00000123610,TNFAIP6,1.355,1.1757e-08
ENSG00000145779,TNFAIP8,1.264,0.014403
ENSG00000185361,TNFAIP8L1,1.939,0.11145
ENSG00000163154,TNFAIP8L2,0.829,0.64396
ENSG00000183578,TNFAIP8L3,1.237,0.016263
ENSG00000104689,TNFRSF10A,1.292,4.2138e-14
ENSG00000120889,TNFRSF10B,1.076,4.3337e-10
ENSG00000173535,TNFRSF10C,1.472,0.00024374
ENSG00000173530,TNFRSF10D,0.917,4.1838e-06
ENSG00000141655,TNFRSF11A,0.879,5.4719e-08
ENSG00000164761,TNFRSF11B,0.543,0.88327
ENSG00000006327,TNFRSF12A,1.5,3.9133e-05
ENSG00000240505,TNFRSF13B,1.794,4.2736e-16
ENSG00000159958,TNFRSF13C,1.548,0.0020915
ENSG00000157873,TNFRSF14,0.827,0.001254
ENSG00000048462,TNFRSF17,1.659,0.00023471
ENSG00000186891,TNFRSF18,1.605,4.7513e-14
ENSG00000127863,TNFRSF19,0.859,2.6752e-05
ENSG00000067182,TNFRSF1A,0.382,0.99985
ENSG00000028137,TNFRSF1B,0.637,0.10187
ENSG00000146072,TNFRSF21,0.604,0.27172
ENSG00000215788,TNFRSF25,0.836,3.1532e-06
ENSG00000186827,TNFRSF4,1.489,4.0101e-08
ENSG00000243509,TNFRSF6B,1.857,5.6524e-11
ENSG00000120949,TNFRSF8,0.536,0.7056
ENSG00000049249,TNFRSF9,0.891,0.017637
ENSG00000121858,TNFSF10,0.807,0.020416
ENSG00000120659,TNFSF11,0.603,0.66126
ENSG00000239697,TNFSF12,0.971,0.0003806
ENSG00000161955,TNFSF13,0.852,0.00078283
ENSG00000102524,TNFSF13B,0.452,0.9934
ENSG00000125735,TNFSF14,0.918,0.0024671
ENSG00000181634,TNFSF15,0.985,0.00058728
ENSG00000120337,TNFSF18,1.324,0.046565
ENSG00000117586,TNFSF4,0.99,0.59353
ENSG00000106952,TNFSF8,0.514,0.96417
ENSG00000125657,TNFSF9,1.844,3.1472e-05
ENSG00000154310,TNIK,0.338,1.0
ENSG00000145901,TNIP1,0.373,1.0
ENSG00000168884,TNIP2,1.174,1.2494e-09
ENSG00000050730,TNIP3,1.001,3.1877e-08
ENSG00000174292,TNK1,1.139,7.101e-17
ENSG00000061938,TNK2,1.021,3.0832e-24
ENSG00000173273,TNKS,0.639,1.1512e-06
ENSG00000149115,TNKS1BP1,0.438,0.99995
ENSG00000107854,TNKS2,0.713,8.2242e-09
ENSG00000120332,TNN,1.089,2.4247e-36
ENSG00000114854,TNNC1,0.844,0.049557
ENSG00000101470,TNNC2,1.047,0.00055183
ENSG00000159173,TNNI1,0.867,0.0050179
ENSG00000130598,TNNI2,0.822,0.010025
ENSG00000129991,TNNI3,1.099,6.5705e-07
ENSG00000116783,TNNI3K,1.404,1.244e-51
ENSG00000105048,TNNT1,1.415,1.1036e-19
ENSG00000118194,TNNT2,0.683,0.0002824
ENSG00000130595,TNNT3,0.866,2.5681e-08
ENSG00000118245,TNP1,0.773,0.74742
ENSG00000178279,TNP2,1.708,0.00018439
ENSG00000083312,TNPO1,0.152,1.0
ENSG00000105576,TNPO2,0.229,1.0
ENSG00000064419,TNPO3,0.654,7.2667e-08
ENSG00000116147,TNR,0.373,1.0
ENSG00000182095,TNRC18,0.556,5.9773e-05
ENSG00000090905,TNRC6A,0.257,1.0
ENSG00000100354,TNRC6B,0.332,1.0
ENSG00000079308,TNS1,0.446,0.99984
ENSG00000111077,TNS2,0.612,5.9314e-09
ENSG00000136205,TNS3,0.427,0.99999
ENSG00000131746,TNS4,0.839,2.3784e-10
ENSG00000168477,TNXB,0.674,7.7924000000000005e-31
ENSG00000141232,TOB1,0.266,0.99983
ENSG00000183864,TOB2,0.421,0.99204
ENSG00000132773,TOE1,1.225,5.2565e-17
ENSG00000198718,TOGARAM1,0.724,4.9374e-15
ENSG00000189350,TOGARAM2,1.19,2.0708999999999997e-28
ENSG00000078902,TOLLIP,0.747,0.037468
ENSG00000100284,TOM1,0.866,2.5877e-09
ENSG00000141198,TOM1L1,1.31,6.3292e-17
ENSG00000175662,TOM1L2,0.614,0.0089929
ENSG00000173726,TOMM20,0.951,0.13087
ENSG00000196860,TOMM20L,1.578,1.0486e-05
