gene_symbol,ensembl_id,is_surface_protein,has_transmembrane_domain,has_extracellular_domain,extracellular_length,is_cspa_confirmed,is_surfy_predicted,is_druggable,druggable_pathway,in_gwt_top15_shortlist
TENT4A,ENSG00000112941,False,False,False,,False,False,False,,False
TENT4B,ENSG00000121274,False,False,False,,False,False,False,,False
TEP1,ENSG00000129566,False,False,False,,False,False,False,,False
TEPSIN,ENSG00000167302,False,False,False,,False,False,False,,False
TERB1,ENSG00000249961,False,False,False,,False,False,False,,False
TERF1,ENSG00000147601,False,False,False,,False,False,False,,False
TERT,ENSG00000164362,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;ENZYME;RNA DIRECTED DNA POLYMERASE,False
TET2,ENSG00000168769,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;ENZYME,False
TET3,ENSG00000187605,False,False,False,,False,False,False,,False
TEX2,ENSG00000136478,True,True,False,0.0,False,False,False,,False
TEX261,ENSG00000144043,True,True,False,0.0,False,False,False,,False
TEX264,ENSG00000164081,False,False,False,0.0,False,False,False,,False
TF,ENSG00000091513,False,False,False,,True,False,True,CELL SURFACE;DRUG RESISTANCE;DRUGGABLE GENOME,False
TFF3,ENSG00000160180,False,False,False,,False,False,True,DRUGGABLE GENOME,False
TFG,ENSG00000114354,False,False,False,,False,False,True,CLINICALLY ACTIONABLE,False
TFIP11,ENSG00000100109,False,False,False,,False,False,False,,False
TFPI,ENSG00000003436,False,False,False,,True,True,True,CELL SURFACE;DRUGGABLE GENOME;PROTEASE INHIBITOR,False
TG,ENSG00000042832,False,False,False,,False,False,True,DRUGGABLE GENOME;HORMONE ACTIVITY,False
TGDS,ENSG00000088451,False,False,False,,False,False,False,,False
TGFA,ENSG00000163235,True,True,True,75.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;GROWTH FACTOR,False
TGFB1,ENSG00000105329,False,False,False,,True,False,True,CELL SURFACE;DRUGGABLE GENOME;GROWTH FACTOR;TRANSCRIPTION FACTOR,False
TGFB3,ENSG00000119699,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;GROWTH FACTOR;TRANSCRIPTION FACTOR,False
TGFBI,ENSG00000120708,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME,False
TGFBR2,ENSG00000163513,True,True,True,144.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE;SERINE THREONINE KINASE,False
TGFBR3,ENSG00000069702,True,True,True,767.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TGM1,ENSG00000092295,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
TGOLN2,ENSG00000152291,True,True,True,360.0,False,True,False,,False
THADA,ENSG00000115970,False,False,False,0.0,False,False,True,CLINICALLY ACTIONABLE,False
THAP12,ENSG00000137492,False,False,False,,False,False,False,,False
THAP6,ENSG00000174796,False,False,False,,False,False,False,,False
THBS3,ENSG00000169231,False,False,False,,True,False,True,DRUGGABLE GENOME,False
THEM4,ENSG00000159445,False,False,False,,False,False,False,,False
THEM5,ENSG00000196407,False,False,False,,False,False,False,,False
THEM6,ENSG00000130193,False,False,False,,False,False,False,,False
THEMIS,ENSG00000172673,False,False,False,,False,False,False,,False
THG1L,ENSG00000113272,False,False,False,,False,False,False,,False
THOP1,ENSG00000172009,False,False,False,,False,False,True,DRUGGABLE GENOME;PROTEASE,False
THY1,ENSG00000154096,False,False,False,,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TIGAR,ENSG00000078237,False,False,False,,False,False,False,,False
TIGIT,ENSG00000181847,True,True,True,120.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE,False
TIMD4,ENSG00000145850,True,True,True,290.0,False,True,False,,False
TIMM17A,ENSG00000134375,True,True,False,0.0,False,False,False,,False
TIMM17B,ENSG00000126768,True,True,False,0.0,False,False,False,,False
TIMM21,ENSG00000075336,False,False,False,0.0,False,False,False,,False
TIMM23,ENSG00000265354,True,True,False,0.0,False,False,False,,False
TIMM29,ENSG00000142444,False,False,False,0.0,False,False,False,,False
TIMM50,ENSG00000105197,False,False,False,0.0,False,False,False,,False
TIMMDC1,ENSG00000113845,True,True,False,0.0,False,False,False,,False
TIMP1,ENSG00000102265,False,False,False,,True,False,True,CELL SURFACE;DRUGGABLE GENOME;GROWTH FACTOR;PROTEASE INHIBITOR,False
TIMP2,ENSG00000035862,False,False,False,,False,False,True,DRUGGABLE GENOME;PROTEASE INHIBITOR,False
TIMP3,ENSG00000100234,False,False,False,,False,False,True,DRUGGABLE GENOME;PROTEASE INHIBITOR,False
TIPRL,ENSG00000143155,False,False,False,,False,False,False,,False
TK1,ENSG00000167900,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE,False
TK2,ENSG00000166548,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE,False
TKFC,ENSG00000149476,False,False,False,,False,False,False,,False
TKT,ENSG00000163931,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
TKTL1,ENSG00000007350,False,False,False,,False,False,False,,False
TLCD1,ENSG00000160606,True,True,True,84.0,False,False,False,,False
TLCD3A,ENSG00000167695,True,True,False,0.0,False,False,False,,False
TLCD5,ENSG00000181264,True,True,False,0.0,False,False,False,,False
TLE1,ENSG00000196781,False,False,False,,False,False,False,,False
TLE4,ENSG00000106829,False,False,False,,False,False,False,,False
TLK1,ENSG00000198586,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
TLK2,ENSG00000146872,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
TLR1,ENSG00000174125,True,True,True,556.0,True,True,True,DRUGGABLE GENOME,False
TLR2,ENSG00000137462,True,True,True,568.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
TLR5,ENSG00000187554,True,True,True,619.0,False,True,True,DRUGGABLE GENOME,False
TLR6,ENSG00000174130,True,True,True,555.0,False,True,True,DRUGGABLE GENOME,False
TM2D1,ENSG00000162604,True,True,True,122.0,True,False,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
TM2D2,ENSG00000169490,True,True,True,120.0,False,False,False,,False
TM2D3,ENSG00000184277,True,True,True,161.0,True,False,False,,False
TM4SF1,ENSG00000169908,True,True,True,66.0,False,True,True,DRUGGABLE GENOME,False
TM6SF1,ENSG00000136404,True,True,False,0.0,False,False,False,,False
TM7SF2,ENSG00000149809,True,True,False,0.0,False,False,False,,False
TM7SF3,ENSG00000064115,True,True,False,0.0,False,True,False,,False
TM9SF2,ENSG00000125304,True,True,False,0.0,False,True,False,,False
TM9SF3,ENSG00000077147,True,True,False,0.0,True,True,False,,False
TM9SF4,ENSG00000101337,True,True,True,299.0,False,True,False,,False
TMBIM1,ENSG00000135926,True,True,False,0.0,False,False,False,,False
TMBIM4,ENSG00000155957,True,True,False,0.0,False,False,False,,False
TMBIM6,ENSG00000139644,True,True,False,0.0,False,False,False,,False
TMC5,ENSG00000103534,True,True,True,615.0,False,False,False,,False
TMC6,ENSG00000141524,True,True,False,0.0,False,False,False,,False
TMC8,ENSG00000167895,True,True,False,0.0,False,False,False,,False
TMCC1,ENSG00000172765,True,True,False,0.0,False,False,False,,False
TMCC2,ENSG00000133069,True,True,False,0.0,False,False,False,,False
TMCC3,ENSG00000057704,True,True,False,0.0,False,False,False,,False
TMCO1,ENSG00000143183,True,True,False,0.0,False,False,False,,False
TMCO3,ENSG00000150403,True,True,False,0.0,True,True,True,DRUGGABLE GENOME;EXCHANGER;TRANSPORTER,False
TMCO4,ENSG00000162542,True,True,False,0.0,False,False,False,,False
TMCO6,ENSG00000113119,True,True,False,0.0,False,False,False,,False
TMED1,ENSG00000099203,True,True,True,171.0,False,False,True,DRUGGABLE GENOME,False
TMED10,ENSG00000170348,False,False,False,0.0,False,False,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
TMED2,ENSG00000086598,False,False,False,0.0,False,False,False,,False
TMED3,ENSG00000166557,False,False,False,0.0,False,False,False,,False
TMED4,ENSG00000158604,False,False,False,0.0,True,False,False,,False
TMED5,ENSG00000117500,False,False,False,0.0,False,False,False,,False
TMED6,ENSG00000157315,False,False,False,0.0,False,False,False,,False
TMED7,ENSG00000134970,False,False,False,0.0,True,True,False,,False
TMED9,ENSG00000184840,False,False,False,0.0,True,False,True,DRUGGABLE GENOME,False
TMEM101,ENSG00000091947,True,True,False,0.0,False,False,False,,False
TMEM102,ENSG00000181284,True,True,True,260.0,False,False,False,,False
TMEM104,ENSG00000109066,True,True,False,0.0,True,True,False,,False
TMEM106A,ENSG00000184988,False,False,False,0.0,False,True,False,,False
TMEM106B,ENSG00000106460,False,False,False,0.0,True,True,False,,False
TMEM106C,ENSG00000134291,True,True,False,0.0,True,False,False,,False
TMEM107,ENSG00000179029,True,True,False,0.0,False,False,False,,False
TMEM109,ENSG00000110108,True,True,False,0.0,False,False,False,,False
TMEM11,ENSG00000178307,True,True,False,0.0,False,False,False,,False
TMEM115,ENSG00000126062,True,True,False,0.0,False,False,False,,False
TMEM116,ENSG00000198270,True,True,False,0.0,False,True,False,,False
TMEM117,ENSG00000139173,True,True,True,150.0,False,False,False,,False
TMEM119,ENSG00000183160,True,True,True,71.0,False,False,False,,False
TMEM120A,ENSG00000189077,True,True,True,25.0,False,False,False,,False
TMEM120B,ENSG00000188735,True,True,False,0.0,False,False,False,,False
TMEM121,ENSG00000184986,True,True,False,0.0,False,False,False,,False
TMEM123,ENSG00000152558,True,True,True,140.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TMEM126A,ENSG00000171202,True,True,False,0.0,False,False,False,,False
TMEM126B,ENSG00000171204,True,True,False,0.0,False,False,False,,False
TMEM127,ENSG00000135956,True,True,False,0.0,False,False,True,CLINICALLY ACTIONABLE,False
TMEM128,ENSG00000132406,True,True,False,0.0,False,False,False,,False
TMEM131,ENSG00000075568,False,False,False,0.0,True,False,False,,False
TMEM131L,ENSG00000121210,True,True,True,829.0,False,False,False,,False
TMEM134,ENSG00000172663,True,True,True,11.0,False,False,False,,False
TMEM135,ENSG00000166575,True,True,False,0.0,False,False,False,,False
TMEM138,ENSG00000149483,True,True,False,0.0,False,False,False,,False
TMEM140,ENSG00000146859,True,True,True,60.0,False,True,False,,False
TMEM141,ENSG00000244187,True,True,False,0.0,False,False,False,,False
TMEM143,ENSG00000161558,True,True,False,0.0,False,False,False,,False
TMEM147,ENSG00000105677,True,True,False,0.0,False,False,False,,False
TMEM14A,ENSG00000096092,True,True,False,0.0,False,False,False,,False
TMEM14B,ENSG00000137210,True,True,False,0.0,False,False,False,,False
TMEM14C,ENSG00000111843,True,True,False,0.0,False,False,False,,False
TMEM150A,ENSG00000168890,True,True,True,75.0,False,True,False,,False
TMEM154,ENSG00000170006,True,True,True,53.0,False,True,False,,False
TMEM156,ENSG00000121895,True,True,True,186.0,True,False,False,,False
TMEM160,ENSG00000130748,True,True,False,0.0,False,False,False,,False
TMEM161A,ENSG00000064545,True,True,True,153.0,False,True,False,,False
TMEM161B,ENSG00000164180,True,True,False,0.0,False,False,False,,False
TMEM164,ENSG00000157600,True,True,False,0.0,False,False,False,,False
TMEM165,ENSG00000134851,True,True,False,0.0,False,False,False,,False
TMEM167A,ENSG00000174695,True,True,True,27.0,False,False,False,,False
TMEM167B,ENSG00000215717,True,True,True,30.0,False,False,False,,False
TMEM168,ENSG00000146802,True,True,False,0.0,False,False,False,,False
TMEM169,ENSG00000163449,True,True,True,225.0,False,False,False,,False
TMEM170A,ENSG00000166822,True,True,False,0.0,False,False,False,,False
TMEM170B,ENSG00000205269,True,True,True,52.0,False,False,False,,False
TMEM175,ENSG00000127419,True,True,False,0.0,False,False,False,,False
TMEM176B,ENSG00000106565,True,True,False,0.0,False,False,False,,False
TMEM177,ENSG00000144120,True,True,False,0.0,False,False,False,,False
TMEM178B,ENSG00000261115,True,True,False,0.0,False,True,False,,False
TMEM179B,ENSG00000185475,True,True,False,0.0,True,True,False,,False
TMEM18,ENSG00000151353,True,True,False,0.0,False,False,False,,False
TMEM181,ENSG00000146433,True,True,False,0.0,True,False,False,,False
TMEM182,ENSG00000170417,True,True,True,114.0,False,True,False,,False
TMEM183A,ENSG00000163444,False,False,False,0.0,False,False,False,,False
TMEM184B,ENSG00000198792,True,True,False,0.0,False,False,False,,False
TMEM184C,ENSG00000164168,True,True,False,0.0,False,False,False,,False
TMEM185A,ENSG00000269556,True,True,False,0.0,False,False,False,,False
TMEM185B,ENSG00000226479,True,True,False,0.0,False,False,False,,False
TMEM186,ENSG00000184857,True,True,False,0.0,False,False,False,,False
TMEM187,ENSG00000177854,True,True,False,0.0,False,False,False,,False
TMEM19,ENSG00000139291,True,True,False,0.0,False,False,False,,False
TMEM191B,ENSG00000278558,False,False,False,0.0,False,False,False,,False
TMEM192,ENSG00000170088,True,True,False,0.0,False,False,False,,False
TMEM199,ENSG00000244045,False,False,False,,False,False,False,,False
TMEM200A,ENSG00000164484,True,True,True,44.0,False,False,False,,False
TMEM201,ENSG00000188807,True,True,False,0.0,False,False,False,,False
TMEM203,ENSG00000187713,True,True,False,0.0,False,False,False,,False
TMEM204,ENSG00000131634,True,True,True,90.0,False,True,False,,False
TMEM205,ENSG00000105518,True,True,False,0.0,False,False,False,,False
TMEM208,ENSG00000168701,True,True,False,0.0,False,False,False,,False
TMEM209,ENSG00000146842,True,True,False,0.0,False,False,False,,False
TMEM214,ENSG00000119777,True,True,False,0.0,False,False,False,,False
TMEM216,ENSG00000187049,True,True,False,0.0,False,False,False,,False
TMEM217,ENSG00000172738,True,True,False,0.0,False,True,False,,False
TMEM218,ENSG00000150433,True,True,False,0.0,False,False,False,,False
TMEM219,ENSG00000149932,True,True,True,166.0,False,True,False,,False
TMEM220,ENSG00000187824,True,True,False,0.0,False,False,False,,False
TMEM222,ENSG00000186501,True,True,True,56.0,False,False,False,,False
TMEM223,ENSG00000168569,True,True,False,0.0,False,False,False,,False
TMEM229B,ENSG00000198133,True,True,True,20.0,False,False,False,,False
TMEM230,ENSG00000089063,True,True,False,0.0,False,False,False,,False
TMEM231,ENSG00000205084,True,True,False,0.0,False,True,False,,False
TMEM234,ENSG00000160055,True,True,False,0.0,False,False,False,,False
TMEM237,ENSG00000155755,True,True,False,0.0,False,False,False,,False
TMEM238,ENSG00000233493,True,True,True,12.0,False,False,False,,False
TMEM241,ENSG00000134490,True,True,False,0.0,False,False,False,,False
TMEM242,ENSG00000215712,True,True,False,0.0,False,False,False,,False
TMEM243,ENSG00000135185,True,True,False,0.0,False,False,False,,False
TMEM245,ENSG00000106771,True,True,False,0.0,False,True,False,,False
TMEM248,ENSG00000106609,True,True,False,0.0,False,False,False,,False
TMEM25,ENSG00000149582,True,True,True,206.0,True,True,True,DRUGGABLE GENOME,False
TMEM250,ENSG00000238227,True,True,False,0.0,False,False,False,,False
TMEM251,ENSG00000153485,False,False,False,,False,False,False,,False
TMEM254,ENSG00000133678,True,True,False,0.0,False,False,False,,False
TMEM255A,ENSG00000125355,True,True,False,0.0,False,True,False,,False
TMEM256,ENSG00000205544,True,True,True,34.0,False,False,False,,False
TMEM258,ENSG00000134825,True,True,False,0.0,False,False,False,,False
TMEM259,ENSG00000182087,True,True,False,0.0,False,False,False,,False
TMEM260,ENSG00000070269,True,True,False,0.0,False,False,False,,False
TMEM263,ENSG00000151135,True,True,False,0.0,False,False,False,,False
TMEM265,ENSG00000281991,True,True,False,0.0,False,False,False,,False
TMEM267,ENSG00000151881,True,True,False,0.0,False,False,False,,False
TMEM268,ENSG00000157693,True,True,False,0.0,False,False,False,,False
TMEM273,ENSG00000204161,True,True,True,19.0,False,False,False,,False
TMEM30A,ENSG00000112697,True,True,False,0.0,True,True,True,CLINICALLY ACTIONABLE;TRANSPORTER,False
TMEM30B,ENSG00000182107,True,True,False,0.0,True,False,False,,False
TMEM33,ENSG00000109133,True,True,False,0.0,False,False,False,,False
TMEM35B,ENSG00000243749,True,True,False,0.0,False,False,False,,False
TMEM38B,ENSG00000095209,True,True,False,0.0,False,False,False,,False
TMEM39A,ENSG00000176142,True,True,False,0.0,False,False,False,,False
TMEM39B,ENSG00000121775,True,True,False,0.0,False,False,False,,False
TMEM40,ENSG00000088726,True,True,False,0.0,False,False,False,,False
TMEM41A,ENSG00000163900,True,True,False,0.0,False,False,False,,False
TMEM41B,ENSG00000166471,True,True,False,0.0,False,False,False,,False
TMEM42,ENSG00000169964,True,True,False,0.0,False,False,False,,False
TMEM43,ENSG00000170876,True,True,False,0.0,False,False,False,,False
TMEM44,ENSG00000145014,True,True,True,72.0,False,False,False,,False
TMEM45A,ENSG00000181458,True,True,False,0.0,False,False,False,,False
TMEM45B,ENSG00000151715,True,True,False,0.0,False,False,False,,False
TMEM50A,ENSG00000183726,True,True,False,0.0,False,False,False,,False
TMEM50B,ENSG00000142188,True,True,False,0.0,False,False,False,,False
TMEM53,ENSG00000126106,False,False,False,0.0,False,False,False,,False
TMEM54,ENSG00000121900,True,True,False,0.0,False,False,False,,False
TMEM59,ENSG00000116209,True,True,True,203.0,False,False,False,,False
TMEM60,ENSG00000135211,True,True,False,0.0,False,False,False,,False
TMEM62,ENSG00000137842,True,True,False,0.0,False,True,False,,False
TMEM63A,ENSG00000196187,True,True,True,124.0,True,True,False,,False
TMEM63B,ENSG00000137216,True,True,True,110.0,True,True,False,,False
TMEM63C,ENSG00000165548,True,True,True,106.0,True,True,False,,False
TMEM64,ENSG00000180694,True,True,False,0.0,False,False,False,,False
TMEM65,ENSG00000164983,True,True,True,21.0,False,False,False,,False
TMEM67,ENSG00000164953,True,True,True,531.0,False,True,False,,False
TMEM68,ENSG00000167904,True,True,False,0.0,False,False,False,,False
TMEM69,ENSG00000159596,True,True,False,0.0,False,False,False,,False
TMEM70,ENSG00000175606,True,True,False,0.0,False,False,False,,False
TMEM71,ENSG00000165071,True,True,False,0.0,False,False,False,,False
TMEM79,ENSG00000163472,True,True,True,59.0,False,False,False,,False
TMEM80,ENSG00000177042,True,True,False,0.0,False,False,False,,False
TMEM81,ENSG00000174529,True,True,True,196.0,False,False,False,,False
TMEM86A,ENSG00000151117,True,True,True,15.0,False,False,False,,False
TMEM86B,ENSG00000180089,True,True,True,30.0,False,False,False,,False
TMEM87A,ENSG00000103978,True,True,False,0.0,True,True,False,,False
TMEM87B,ENSG00000153214,True,True,False,0.0,True,True,False,,False
TMEM88,ENSG00000167874,True,True,False,0.0,False,False,False,,False
TMEM8B,ENSG00000137103,True,True,True,259.0,False,True,False,,False
TMEM9,ENSG00000116857,True,True,True,69.0,True,True,False,,False
TMEM91,ENSG00000142046,True,True,True,109.0,False,False,False,,False
TMEM94,ENSG00000177728,True,True,False,0.0,False,False,True,DRUGGABLE GENOME;TRANSPORTER,False
TMEM97,ENSG00000109084,True,True,False,0.0,False,False,False,,False
TMEM98,ENSG00000006042,True,True,True,202.0,False,False,False,,False
TMEM9B,ENSG00000175348,False,False,False,0.0,False,True,True,DRUGGABLE GENOME,False
TMIE,ENSG00000181585,True,True,True,30.0,False,False,False,,False
TMIGD2,ENSG00000167664,True,True,True,128.0,True,True,True,DRUGGABLE GENOME,False
TMPO,ENSG00000120802,False,False,False,0.0,False,False,False,,False
TMPPE,ENSG00000188167,True,True,False,0.0,False,False,False,,False
TMPRSS13,ENSG00000137747,True,True,True,400.0,False,True,True,DRUGGABLE GENOME;PROTEASE,False
TMPRSS3,ENSG00000160183,True,True,True,385.0,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
TMPRSS5,ENSG00000166682,True,True,True,387.0,True,True,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
TMPRSS6,ENSG00000187045,True,True,True,735.0,False,True,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
TMTC2,ENSG00000179104,True,True,True,506.0,False,False,False,,False
TMTC3,ENSG00000139324,True,True,True,629.0,False,False,False,,False
TMTC4,ENSG00000125247,True,True,True,439.0,False,False,False,,False
TMUB1,ENSG00000164897,True,True,False,0.0,False,False,False,,False
TMUB2,ENSG00000168591,True,True,False,0.0,False,False,False,,False
TMX1,ENSG00000139921,True,True,True,154.0,False,False,True,DRUGGABLE GENOME;THIOREDOXIN,False
TMX2,ENSG00000213593,True,True,True,54.0,False,False,True,DRUGGABLE GENOME;THIOREDOXIN,False
TMX3,ENSG00000166479,False,False,False,0.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;THIOREDOXIN,False
TMX4,ENSG00000125827,False,False,False,0.0,True,True,True,DRUGGABLE GENOME;THIOREDOXIN,False
TNF,ENSG00000232810,True,True,True,177.0,False,False,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFRSF10A,ENSG00000104689,True,True,True,216.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME,False
TNFRSF10B,ENSG00000120889,True,True,True,155.0,False,False,True,CELL SURFACE;DRUGGABLE GENOME,False
TNFRSF10D,ENSG00000173530,True,True,True,156.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME,False
TNFRSF11A,ENSG00000141655,True,True,True,183.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFRSF12A,ENSG00000006327,True,True,True,53.0,False,False,True,DRUGGABLE GENOME,False
TNFRSF13B,ENSG00000240505,True,True,True,165.0,True,True,True,DRUGGABLE GENOME;TRANSCRIPTION FACTOR,False
TNFRSF13C,ENSG00000159958,True,True,True,78.0,False,False,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFRSF14,ENSG00000157873,True,True,True,164.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFRSF18,ENSG00000186891,True,True,True,137.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFRSF1A,ENSG00000067182,True,True,True,182.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
TNFRSF1B,ENSG00000028137,True,True,True,235.0,False,True,True,DRUGGABLE GENOME,False
TNFRSF21,ENSG00000146072,True,True,True,308.0,True,True,True,DRUGGABLE GENOME;KINASE,False
TNFRSF25,ENSG00000215788,True,True,True,175.0,True,True,True,DRUGGABLE GENOME,False
TNFRSF4,ENSG00000186827,True,True,True,186.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFRSF8,ENSG00000120949,True,True,True,367.0,True,True,True,DRUGGABLE GENOME,False
TNFRSF9,ENSG00000049249,True,True,True,163.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TNFSF10,ENSG00000121858,True,True,True,243.0,False,False,True,DRUGGABLE GENOME,False
TNFSF11,ENSG00000120659,True,True,True,249.0,False,True,True,DRUGGABLE GENOME;KINASE,False
TNFSF12-TNFSF13,ENSG00000248871,False,False,False,,False,False,False,,False
TNFSF13,ENSG00000161955,False,False,False,0.0,False,False,True,DRUGGABLE GENOME,False
TNFSF13B,ENSG00000102524,True,True,True,218.0,False,True,True,DRUGGABLE GENOME;TRANSCRIPTION FACTOR,False
TNFSF14,ENSG00000125735,True,True,True,182.0,False,False,True,DRUGGABLE GENOME,False
TNFSF4,ENSG00000117586,True,True,True,133.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME,False
TNFSF8,ENSG00000106952,True,True,True,172.0,False,True,True,DRUGGABLE GENOME,False
TNFSF9,ENSG00000125657,True,True,True,205.0,False,False,False,,False
TNIK,ENSG00000154310,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
TNK1,ENSG00000174292,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;TYROSINE KINASE,False
TNK2,ENSG00000061938,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;TYROSINE KINASE,False
TNPO2,ENSG00000105576,False,False,False,,False,False,False,,False
TNPO3,ENSG00000064419,False,False,False,,False,False,False,,False
TNS1,ENSG00000079308,False,False,False,,False,False,False,,False
TNS3,ENSG00000136205,False,False,False,,False,False,False,,False
TOGARAM1,ENSG00000198718,False,False,False,,False,False,False,,False
TOMM20,ENSG00000173726,False,False,False,0.0,False,False,False,,False
TOMM40,ENSG00000130204,True,True,False,0.0,False,False,False,,False
TOMM5,ENSG00000175768,False,False,False,0.0,False,False,False,,False
TOMM6,ENSG00000214736,False,False,False,0.0,False,False,False,,False
TOMM7,ENSG00000196683,False,False,False,0.0,False,False,False,,False
TOMM70,ENSG00000154174,False,False,False,0.0,False,False,False,,False
TOP1MT,ENSG00000184428,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
TOR1A,ENSG00000136827,False,False,False,,False,False,False,,False
TOR1AIP1,ENSG00000143337,False,False,False,0.0,True,False,False,,False
TOR1AIP2,ENSG00000169905,False,False,False,0.0,True,False,False,,False
TOR1B,ENSG00000136816,False,False,False,,True,False,False,,False
TOR2A,ENSG00000160404,False,False,False,,False,False,True,DRUGGABLE GENOME;HORMONE ACTIVITY,False
TOR4A,ENSG00000198113,False,False,False,0.0,False,False,False,,False
TOX2,ENSG00000124191,False,False,False,,False,False,False,,False
TP53BP1,ENSG00000067369,False,False,False,,False,False,False,,False
TP53I11,ENSG00000175274,True,True,True,28.0,False,False,False,,False
TP53I13,ENSG00000167543,True,True,True,282.0,False,True,False,,False
TPBG,ENSG00000146242,True,True,True,324.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
TPCN1,ENSG00000186815,True,True,True,92.0,False,True,True,DRUGGABLE GENOME;ION CHANNEL,False
TPCN2,ENSG00000162341,True,True,True,140.0,False,False,True,DRUGGABLE GENOME;ION CHANNEL,False
TPGS1,ENSG00000141933,False,False,False,,False,False,False,,False
TPGS2,ENSG00000134779,False,False,False,,False,False,False,,False
TPM1,ENSG00000140416,False,False,False,0.0,False,False,True,CLINICALLY ACTIONABLE,False
TPP1,ENSG00000166340,False,False,False,,True,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
TPP2,ENSG00000134900,False,False,False,,False,False,False,,False
TPRA1,ENSG00000163870,True,True,False,0.0,False,True,False,,False
TPRN,ENSG00000176058,False,False,False,,False,False,False,,False
TPST1,ENSG00000169902,False,False,False,0.0,False,False,False,,False
TPST2,ENSG00000128294,False,False,False,0.0,False,False,False,,False
TRABD,ENSG00000170638,False,False,False,0.0,False,False,False,,False
TRABD2A,ENSG00000186854,True,True,True,458.0,False,True,False,,False
TRAF3IP2,ENSG00000056972,False,False,False,0.0,False,False,False,,False
TRAF3IP3,ENSG00000009790,True,True,True,7.0,False,False,False,,False
TRAM1,ENSG00000067167,True,True,False,0.0,False,False,False,,False
TRAM2,ENSG00000065308,True,True,True,72.0,False,False,False,,False
TRANK1,ENSG00000168016,False,False,False,,False,False,False,,False
TRAPPC10,ENSG00000160218,False,False,False,,False,False,False,,False
TRAPPC11,ENSG00000168538,False,False,False,,False,False,False,,False
TRAPPC12,ENSG00000171853,False,False,False,,False,False,False,,False
TRAPPC6A,ENSG00000007255,False,False,False,,False,False,False,,False
TRAPPC6B,ENSG00000182400,False,False,False,,False,False,False,,False
TRAPPC9,ENSG00000167632,False,False,False,,False,False,False,,False
